candidate_id	caller_definition_id	caller_source_path	caller_source_sha256	caller_source_line	caller_symbol	callee_spelling	call_form	boundary
"MVDM-SECOND-CANDIDATE-000148"	"MVDM-FIRST-DEFINITION-000012"	"base/mvdm/oemuni/file.c"	"a3184eb571d6822577b52849e2da3955689899ecc6dfd9df100ff3f3636be5df"	"477"	"FindNextFileOem"	"RtlInitUnicodeString"	"direct-named-call"	"T294 records direct outgoing expression only; a later degree may inspect the callee body"
"MVDM-SECOND-CANDIDATE-000149"	"MVDM-FIRST-DEFINITION-000012"	"base/mvdm/oemuni/file.c"	"a3184eb571d6822577b52849e2da3955689899ecc6dfd9df100ff3f3636be5df"	"480"	"FindNextFileOem"	"RtlUnicodeStringToOemString"	"direct-named-call"	"T294 records direct outgoing expression only; a later degree may inspect the callee body"
"MVDM-SECOND-CANDIDATE-000150"	"MVDM-FIRST-DEFINITION-000012"	"base/mvdm/oemuni/file.c"	"a3184eb571d6822577b52849e2da3955689899ecc6dfd9df100ff3f3636be5df"	"482"	"FindNextFileOem"	"NT_SUCCESS"	"direct-named-call"	"T294 records direct outgoing expression only; a later degree may inspect the callee body"
"MVDM-SECOND-CANDIDATE-000151"	"MVDM-FIRST-DEFINITION-000012"	"base/mvdm/oemuni/file.c"	"a3184eb571d6822577b52849e2da3955689899ecc6dfd9df100ff3f3636be5df"	"483"	"FindNextFileOem"	"BaseSetLastNTError"	"direct-named-call"	"T294 records direct outgoing expression only; a later degree may inspect the callee body"
"MVDM-SECOND-CANDIDATE-000152"	"MVDM-FIRST-DEFINITION-000013"	"base/mvdm/oemuni/file.c"	"a3184eb571d6822577b52849e2da3955689899ecc6dfd9df100ff3f3636be5df"	"1069"	"GetComputerNameOem"	"RtlAllocateHeap"	"direct-named-call"	"T294 records direct outgoing expression only; a later degree may inspect the callee body"
"MVDM-SECOND-CANDIDATE-000153"	"MVDM-FIRST-DEFINITION-000013"	"base/mvdm/oemuni/file.c"	"a3184eb571d6822577b52849e2da3955689899ecc6dfd9df100ff3f3636be5df"	"1069"	"GetComputerNameOem"	"RtlProcessHeap"	"direct-named-call"	"T294 records direct outgoing expression only; a later degree may inspect the callee body"
"MVDM-SECOND-CANDIDATE-000154"	"MVDM-FIRST-DEFINITION-000013"	"base/mvdm/oemuni/file.c"	"a3184eb571d6822577b52849e2da3955689899ecc6dfd9df100ff3f3636be5df"	"1071"	"GetComputerNameOem"	"SetLastError"	"direct-named-call"	"T294 records direct outgoing expression only; a later degree may inspect the callee body"
"MVDM-SECOND-CANDIDATE-000155"	"MVDM-FIRST-DEFINITION-000013"	"base/mvdm/oemuni/file.c"	"a3184eb571d6822577b52849e2da3955689899ecc6dfd9df100ff3f3636be5df"	"1087"	"GetComputerNameOem"	"GetComputerNameW"	"direct-named-call"	"T294 records direct outgoing expression only; a later degree may inspect the callee body"
"MVDM-SECOND-CANDIDATE-000156"	"MVDM-FIRST-DEFINITION-000013"	"base/mvdm/oemuni/file.c"	"a3184eb571d6822577b52849e2da3955689899ecc6dfd9df100ff3f3636be5df"	"1088"	"GetComputerNameOem"	"RtlFreeHeap"	"direct-named-call"	"T294 records direct outgoing expression only; a later degree may inspect the callee body"
"MVDM-SECOND-CANDIDATE-000157"	"MVDM-FIRST-DEFINITION-000013"	"base/mvdm/oemuni/file.c"	"a3184eb571d6822577b52849e2da3955689899ecc6dfd9df100ff3f3636be5df"	"1088"	"GetComputerNameOem"	"RtlProcessHeap"	"direct-named-call"	"T294 records direct outgoing expression only; a later degree may inspect the callee body"
"MVDM-SECOND-CANDIDATE-000158"	"MVDM-FIRST-DEFINITION-000013"	"base/mvdm/oemuni/file.c"	"a3184eb571d6822577b52849e2da3955689899ecc6dfd9df100ff3f3636be5df"	"1096"	"GetComputerNameOem"	"RtlInitUnicodeString"	"direct-named-call"	"T294 records direct outgoing expression only; a later degree may inspect the callee body"
"MVDM-SECOND-CANDIDATE-000159"	"MVDM-FIRST-DEFINITION-000013"	"base/mvdm/oemuni/file.c"	"a3184eb571d6822577b52849e2da3955689899ecc6dfd9df100ff3f3636be5df"	"1097"	"GetComputerNameOem"	"RtlUnicodeStringToOemString"	"direct-named-call"	"T294 records direct outgoing expression only; a later degree may inspect the callee body"
"MVDM-SECOND-CANDIDATE-000160"	"MVDM-FIRST-DEFINITION-000013"	"base/mvdm/oemuni/file.c"	"a3184eb571d6822577b52849e2da3955689899ecc6dfd9df100ff3f3636be5df"	"1100"	"GetComputerNameOem"	"RtlFreeHeap"	"direct-named-call"	"T294 records direct outgoing expression only; a later degree may inspect the callee body"
"MVDM-SECOND-CANDIDATE-000161"	"MVDM-FIRST-DEFINITION-000013"	"base/mvdm/oemuni/file.c"	"a3184eb571d6822577b52849e2da3955689899ecc6dfd9df100ff3f3636be5df"	"1100"	"GetComputerNameOem"	"RtlProcessHeap"	"direct-named-call"	"T294 records direct outgoing expression only; a later degree may inspect the callee body"
"MVDM-SECOND-CANDIDATE-000162"	"MVDM-FIRST-DEFINITION-000014"	"base/mvdm/oemuni/file.c"	"a3184eb571d6822577b52849e2da3955689899ecc6dfd9df100ff3f3636be5df"	"605"	"GetCurrentDirectoryOem"	"NtCurrentTeb"	"direct-named-call"	"T294 records direct outgoing expression only; a later degree may inspect the callee body"
"MVDM-SECOND-CANDIDATE-000163"	"MVDM-FIRST-DEFINITION-000014"	"base/mvdm/oemuni/file.c"	"a3184eb571d6822577b52849e2da3955689899ecc6dfd9df100ff3f3636be5df"	"606"	"GetCurrentDirectoryOem"	"RtlGetCurrentDirectory_U"	"direct-named-call"	"T294 records direct outgoing expression only; a later degree may inspect the callee body"
"MVDM-SECOND-CANDIDATE-000164"	"MVDM-FIRST-DEFINITION-000014"	"base/mvdm/oemuni/file.c"	"a3184eb571d6822577b52849e2da3955689899ecc6dfd9df100ff3f3636be5df"	"614"	"GetCurrentDirectoryOem"	"RtlUnicodeStringToOemString"	"direct-named-call"	"T294 records direct outgoing expression only; a later degree may inspect the callee body"
"MVDM-SECOND-CANDIDATE-000165"	"MVDM-FIRST-DEFINITION-000014"	"base/mvdm/oemuni/file.c"	"a3184eb571d6822577b52849e2da3955689899ecc6dfd9df100ff3f3636be5df"	"615"	"GetCurrentDirectoryOem"	"NT_SUCCESS"	"direct-named-call"	"T294 records direct outgoing expression only; a later degree may inspect the callee body"
"MVDM-SECOND-CANDIDATE-000166"	"MVDM-FIRST-DEFINITION-000014"	"base/mvdm/oemuni/file.c"	"a3184eb571d6822577b52849e2da3955689899ecc6dfd9df100ff3f3636be5df"	"616"	"GetCurrentDirectoryOem"	"BaseSetLastNTError"	"direct-named-call"	"T294 records direct outgoing expression only; a later degree may inspect the callee body"
"MVDM-SECOND-CANDIDATE-000167"	"MVDM-FIRST-DEFINITION-000015"	"base/mvdm/oemuni/file.c"	"a3184eb571d6822577b52849e2da3955689899ecc6dfd9df100ff3f3636be5df"	"818"	"GetDiskFreeSpaceOem"	"NtCurrentTeb"	"direct-named-call"	"T294 records direct outgoing expression only; a later degree may inspect the callee body"
"MVDM-SECOND-CANDIDATE-000168"	"MVDM-FIRST-DEFINITION-000015"	"base/mvdm/oemuni/file.c"	"a3184eb571d6822577b52849e2da3955689899ecc6dfd9df100ff3f3636be5df"	"819"	"GetDiskFreeSpaceOem"	"InitOemString"	"direct-named-call"	"T294 records direct outgoing expression only; a later degree may inspect the callee body"
"MVDM-SECOND-CANDIDATE-000169"	"MVDM-FIRST-DEFINITION-000015"	"base/mvdm/oemuni/file.c"	"a3184eb571d6822577b52849e2da3955689899ecc6dfd9df100ff3f3636be5df"	"821"	"GetDiskFreeSpaceOem"	"ARGUMENT_PRESENT"	"direct-named-call"	"T294 records direct outgoing expression only; a later degree may inspect the callee body"
"MVDM-SECOND-CANDIDATE-000170"	"MVDM-FIRST-DEFINITION-000015"	"base/mvdm/oemuni/file.c"	"a3184eb571d6822577b52849e2da3955689899ecc6dfd9df100ff3f3636be5df"	"823"	"GetDiskFreeSpaceOem"	"RtlOemStringToUnicodeString"	"direct-named-call"	"T294 records direct outgoing expression only; a later degree may inspect the callee body"
"MVDM-SECOND-CANDIDATE-000171"	"MVDM-FIRST-DEFINITION-000015"	"base/mvdm/oemuni/file.c"	"a3184eb571d6822577b52849e2da3955689899ecc6dfd9df100ff3f3636be5df"	"824"	"GetDiskFreeSpaceOem"	"NT_SUCCESS"	"direct-named-call"	"T294 records direct outgoing expression only; a later degree may inspect the callee body"
"MVDM-SECOND-CANDIDATE-000172"	"MVDM-FIRST-DEFINITION-000015"	"base/mvdm/oemuni/file.c"	"a3184eb571d6822577b52849e2da3955689899ecc6dfd9df100ff3f3636be5df"	"826"	"GetDiskFreeSpaceOem"	"SetLastError"	"direct-named-call"	"T294 records direct outgoing expression only; a later degree may inspect the callee body"
"MVDM-SECOND-CANDIDATE-000173"	"MVDM-FIRST-DEFINITION-000015"	"base/mvdm/oemuni/file.c"	"a3184eb571d6822577b52849e2da3955689899ecc6dfd9df100ff3f3636be5df"	"829"	"GetDiskFreeSpaceOem"	"BaseSetLastNTError"	"direct-named-call"	"T294 records direct outgoing expression only; a later degree may inspect the callee body"
"MVDM-SECOND-CANDIDATE-000174"	"MVDM-FIRST-DEFINITION-000015"	"base/mvdm/oemuni/file.c"	"a3184eb571d6822577b52849e2da3955689899ecc6dfd9df100ff3f3636be5df"	"833"	"GetDiskFreeSpaceOem"	"GetDiskFreeSpaceW"	"direct-named-call"	"T294 records direct outgoing expression only; a later degree may inspect the callee body"
"MVDM-SECOND-CANDIDATE-000175"	"MVDM-FIRST-DEFINITION-000016"	"base/mvdm/oemuni/file.c"	"a3184eb571d6822577b52849e2da3955689899ecc6dfd9df100ff3f3636be5df"	"773"	"GetDriveTypeOem"	"NtCurrentTeb"	"direct-named-call"	"T294 records direct outgoing expression only; a later degree may inspect the callee body"
"MVDM-SECOND-CANDIDATE-000176"	"MVDM-FIRST-DEFINITION-000016"	"base/mvdm/oemuni/file.c"	"a3184eb571d6822577b52849e2da3955689899ecc6dfd9df100ff3f3636be5df"	"774"	"GetDriveTypeOem"	"InitOemString"	"direct-named-call"	"T294 records direct outgoing expression only; a later degree may inspect the callee body"
"MVDM-SECOND-CANDIDATE-000177"	"MVDM-FIRST-DEFINITION-000016"	"base/mvdm/oemuni/file.c"	"a3184eb571d6822577b52849e2da3955689899ecc6dfd9df100ff3f3636be5df"	"776"	"GetDriveTypeOem"	"ARGUMENT_PRESENT"	"direct-named-call"	"T294 records direct outgoing expression only; a later degree may inspect the callee body"
"MVDM-SECOND-CANDIDATE-000178"	"MVDM-FIRST-DEFINITION-000016"	"base/mvdm/oemuni/file.c"	"a3184eb571d6822577b52849e2da3955689899ecc6dfd9df100ff3f3636be5df"	"779"	"GetDriveTypeOem"	"RtlOemStringToUnicodeString"	"direct-named-call"	"T294 records direct outgoing expression only; a later degree may inspect the callee body"
"MVDM-SECOND-CANDIDATE-000179"	"MVDM-FIRST-DEFINITION-000016"	"base/mvdm/oemuni/file.c"	"a3184eb571d6822577b52849e2da3955689899ecc6dfd9df100ff3f3636be5df"	"780"	"GetDriveTypeOem"	"NT_SUCCESS"	"direct-named-call"	"T294 records direct outgoing expression only; a later degree may inspect the callee body"
"MVDM-SECOND-CANDIDATE-000180"	"MVDM-FIRST-DEFINITION-000016"	"base/mvdm/oemuni/file.c"	"a3184eb571d6822577b52849e2da3955689899ecc6dfd9df100ff3f3636be5df"	"782"	"GetDriveTypeOem"	"SetLastError"	"direct-named-call"	"T294 records direct outgoing expression only; a later degree may inspect the callee body"
"MVDM-SECOND-CANDIDATE-000181"	"MVDM-FIRST-DEFINITION-000016"	"base/mvdm/oemuni/file.c"	"a3184eb571d6822577b52849e2da3955689899ecc6dfd9df100ff3f3636be5df"	"785"	"GetDriveTypeOem"	"BaseSetLastNTError"	"direct-named-call"	"T294 records direct outgoing expression only; a later degree may inspect the callee body"
"MVDM-SECOND-CANDIDATE-000182"	"MVDM-FIRST-DEFINITION-000016"	"base/mvdm/oemuni/file.c"	"a3184eb571d6822577b52849e2da3955689899ecc6dfd9df100ff3f3636be5df"	"789"	"GetDriveTypeOem"	"GetDriveTypeW"	"direct-named-call"	"T294 records direct outgoing expression only; a later degree may inspect the callee body"
"MVDM-SECOND-CANDIDATE-000183"	"MVDM-FIRST-DEFINITION-000017"	"base/mvdm/oemuni/process.c"	"38c9125f9f3c43f32f696616e565e63b8f056da7ec264d980a5e5278cc640468"	"587"	"GetEnvironmentVariableOem"	"InitOemString"	"direct-named-call"	"T294 records direct outgoing expression only; a later degree may inspect the callee body"
"MVDM-SECOND-CANDIDATE-000184"	"MVDM-FIRST-DEFINITION-000017"	"base/mvdm/oemuni/process.c"	"38c9125f9f3c43f32f696616e565e63b8f056da7ec264d980a5e5278cc640468"	"588"	"GetEnvironmentVariableOem"	"RtlOemStringToUnicodeString"	"direct-named-call"	"T294 records direct outgoing expression only; a later degree may inspect the callee body"
"MVDM-SECOND-CANDIDATE-000185"	"MVDM-FIRST-DEFINITION-000017"	"base/mvdm/oemuni/process.c"	"38c9125f9f3c43f32f696616e565e63b8f056da7ec264d980a5e5278cc640468"	"589"	"GetEnvironmentVariableOem"	"NT_SUCCESS"	"direct-named-call"	"T294 records direct outgoing expression only; a later degree may inspect the callee body"
"MVDM-SECOND-CANDIDATE-000186"	"MVDM-FIRST-DEFINITION-000017"	"base/mvdm/oemuni/process.c"	"38c9125f9f3c43f32f696616e565e63b8f056da7ec264d980a5e5278cc640468"	"591"	"GetEnvironmentVariableOem"	"SetLastError"	"direct-named-call"	"T294 records direct outgoing expression only; a later degree may inspect the callee body"
"MVDM-SECOND-CANDIDATE-000187"	"MVDM-FIRST-DEFINITION-000017"	"base/mvdm/oemuni/process.c"	"38c9125f9f3c43f32f696616e565e63b8f056da7ec264d980a5e5278cc640468"	"594"	"GetEnvironmentVariableOem"	"BaseSetLastNTError"	"direct-named-call"	"T294 records direct outgoing expression only; a later degree may inspect the callee body"
"MVDM-SECOND-CANDIDATE-000188"	"MVDM-FIRST-DEFINITION-000017"	"base/mvdm/oemuni/process.c"	"38c9125f9f3c43f32f696616e565e63b8f056da7ec264d980a5e5278cc640468"	"599"	"GetEnvironmentVariableOem"	"RtlUnicodeStringToAnsiString"	"direct-named-call"	"T294 records direct outgoing expression only; a later degree may inspect the callee body"
"MVDM-SECOND-CANDIDATE-000189"	"MVDM-FIRST-DEFINITION-000017"	"base/mvdm/oemuni/process.c"	"38c9125f9f3c43f32f696616e565e63b8f056da7ec264d980a5e5278cc640468"	"600"	"GetEnvironmentVariableOem"	"NT_SUCCESS"	"direct-named-call"	"T294 records direct outgoing expression only; a later degree may inspect the callee body"
"MVDM-SECOND-CANDIDATE-000190"	"MVDM-FIRST-DEFINITION-000017"	"base/mvdm/oemuni/process.c"	"38c9125f9f3c43f32f696616e565e63b8f056da7ec264d980a5e5278cc640468"	"601"	"GetEnvironmentVariableOem"	"BaseSetLastNTError"	"direct-named-call"	"T294 records direct outgoing expression only; a later degree may inspect the callee body"
"MVDM-SECOND-CANDIDATE-000191"	"MVDM-FIRST-DEFINITION-000017"	"base/mvdm/oemuni/process.c"	"38c9125f9f3c43f32f696616e565e63b8f056da7ec264d980a5e5278cc640468"	"607"	"GetEnvironmentVariableOem"	"RtlAllocateHeap"	"direct-named-call"	"T294 records direct outgoing expression only; a later degree may inspect the callee body"
"MVDM-SECOND-CANDIDATE-000192"	"MVDM-FIRST-DEFINITION-000017"	"base/mvdm/oemuni/process.c"	"38c9125f9f3c43f32f696616e565e63b8f056da7ec264d980a5e5278cc640468"	"607"	"GetEnvironmentVariableOem"	"RtlProcessHeap"	"direct-named-call"	"T294 records direct outgoing expression only; a later degree may inspect the callee body"
"MVDM-SECOND-CANDIDATE-000193"	"MVDM-FIRST-DEFINITION-000017"	"base/mvdm/oemuni/process.c"	"38c9125f9f3c43f32f696616e565e63b8f056da7ec264d980a5e5278cc640468"	"609"	"GetEnvironmentVariableOem"	"BaseSetLastNTError"	"direct-named-call"	"T294 records direct outgoing expression only; a later degree may inspect the callee body"
"MVDM-SECOND-CANDIDATE-000194"	"MVDM-FIRST-DEFINITION-000017"	"base/mvdm/oemuni/process.c"	"38c9125f9f3c43f32f696616e565e63b8f056da7ec264d980a5e5278cc640468"	"613"	"GetEnvironmentVariableOem"	"GetEnvironmentVariableA"	"direct-named-call"	"T294 records direct outgoing expression only; a later degree may inspect the callee body"
"MVDM-SECOND-CANDIDATE-000195"	"MVDM-FIRST-DEFINITION-000017"	"base/mvdm/oemuni/process.c"	"38c9125f9f3c43f32f696616e565e63b8f056da7ec264d980a5e5278cc640468"	"620"	"GetEnvironmentVariableOem"	"RtlFreeUnicodeString"	"direct-named-call"	"T294 records direct outgoing expression only; a later degree may inspect the callee body"
"MVDM-SECOND-CANDIDATE-000196"	"MVDM-FIRST-DEFINITION-000017"	"base/mvdm/oemuni/process.c"	"38c9125f9f3c43f32f696616e565e63b8f056da7ec264d980a5e5278cc640468"	"622"	"GetEnvironmentVariableOem"	"RtlAnsiStringToUnicodeString"	"direct-named-call"	"T294 records direct outgoing expression only; a later degree may inspect the callee body"
"MVDM-SECOND-CANDIDATE-000197"	"MVDM-FIRST-DEFINITION-000017"	"base/mvdm/oemuni/process.c"	"38c9125f9f3c43f32f696616e565e63b8f056da7ec264d980a5e5278cc640468"	"623"	"GetEnvironmentVariableOem"	"NT_SUCCESS"	"direct-named-call"	"T294 records direct outgoing expression only; a later degree may inspect the callee body"
"MVDM-SECOND-CANDIDATE-000198"	"MVDM-FIRST-DEFINITION-000017"	"base/mvdm/oemuni/process.c"	"38c9125f9f3c43f32f696616e565e63b8f056da7ec264d980a5e5278cc640468"	"624"	"GetEnvironmentVariableOem"	"BaseSetLastNTError"	"direct-named-call"	"T294 records direct outgoing expression only; a later degree may inspect the callee body"
"MVDM-SECOND-CANDIDATE-000199"	"MVDM-FIRST-DEFINITION-000017"	"base/mvdm/oemuni/process.c"	"38c9125f9f3c43f32f696616e565e63b8f056da7ec264d980a5e5278cc640468"	"630"	"GetEnvironmentVariableOem"	"RtlUnicodeStringToOemString"	"direct-named-call"	"T294 records direct outgoing expression only; a later degree may inspect the callee body"
"MVDM-SECOND-CANDIDATE-000200"	"MVDM-FIRST-DEFINITION-000017"	"base/mvdm/oemuni/process.c"	"38c9125f9f3c43f32f696616e565e63b8f056da7ec264d980a5e5278cc640468"	"631"	"GetEnvironmentVariableOem"	"NT_SUCCESS"	"direct-named-call"	"T294 records direct outgoing expression only; a later degree may inspect the callee body"
"MVDM-SECOND-CANDIDATE-000201"	"MVDM-FIRST-DEFINITION-000017"	"base/mvdm/oemuni/process.c"	"38c9125f9f3c43f32f696616e565e63b8f056da7ec264d980a5e5278cc640468"	"632"	"GetEnvironmentVariableOem"	"BaseSetLastNTError"	"direct-named-call"	"T294 records direct outgoing expression only; a later degree may inspect the callee body"
"MVDM-SECOND-CANDIDATE-000202"	"MVDM-FIRST-DEFINITION-000017"	"base/mvdm/oemuni/process.c"	"38c9125f9f3c43f32f696616e565e63b8f056da7ec264d980a5e5278cc640468"	"641"	"GetEnvironmentVariableOem"	"RtlFreeUnicodeString"	"direct-named-call"	"T294 records direct outgoing expression only; a later degree may inspect the callee body"
"MVDM-SECOND-CANDIDATE-000203"	"MVDM-FIRST-DEFINITION-000017"	"base/mvdm/oemuni/process.c"	"38c9125f9f3c43f32f696616e565e63b8f056da7ec264d980a5e5278cc640468"	"645"	"GetEnvironmentVariableOem"	"RtlFreeAnsiString"	"direct-named-call"	"T294 records direct outgoing expression only; a later degree may inspect the callee body"
"MVDM-SECOND-CANDIDATE-000204"	"MVDM-FIRST-DEFINITION-000017"	"base/mvdm/oemuni/process.c"	"38c9125f9f3c43f32f696616e565e63b8f056da7ec264d980a5e5278cc640468"	"649"	"GetEnvironmentVariableOem"	"RtlFreeHeap"	"direct-named-call"	"T294 records direct outgoing expression only; a later degree may inspect the callee body"
"MVDM-SECOND-CANDIDATE-000205"	"MVDM-FIRST-DEFINITION-000017"	"base/mvdm/oemuni/process.c"	"38c9125f9f3c43f32f696616e565e63b8f056da7ec264d980a5e5278cc640468"	"649"	"GetEnvironmentVariableOem"	"RtlProcessHeap"	"direct-named-call"	"T294 records direct outgoing expression only; a later degree may inspect the callee body"
"MVDM-SECOND-CANDIDATE-000206"	"MVDM-FIRST-DEFINITION-000018"	"base/mvdm/oemuni/file.c"	"a3184eb571d6822577b52849e2da3955689899ecc6dfd9df100ff3f3636be5df"	"200"	"GetFileAttributesOem"	"NtCurrentTeb"	"direct-named-call"	"T294 records direct outgoing expression only; a later degree may inspect the callee body"
"MVDM-SECOND-CANDIDATE-000207"	"MVDM-FIRST-DEFINITION-000018"	"base/mvdm/oemuni/file.c"	"a3184eb571d6822577b52849e2da3955689899ecc6dfd9df100ff3f3636be5df"	"201"	"GetFileAttributesOem"	"RtlInitAnsiString"	"direct-named-call"	"T294 records direct outgoing expression only; a later degree may inspect the callee body"
"MVDM-SECOND-CANDIDATE-000208"	"MVDM-FIRST-DEFINITION-000018"	"base/mvdm/oemuni/file.c"	"a3184eb571d6822577b52849e2da3955689899ecc6dfd9df100ff3f3636be5df"	"202"	"GetFileAttributesOem"	"RtlOemStringToUnicodeString"	"direct-named-call"	"T294 records direct outgoing expression only; a later degree may inspect the callee body"
"MVDM-SECOND-CANDIDATE-000209"	"MVDM-FIRST-DEFINITION-000018"	"base/mvdm/oemuni/file.c"	"a3184eb571d6822577b52849e2da3955689899ecc6dfd9df100ff3f3636be5df"	"203"	"GetFileAttributesOem"	"NT_SUCCESS"	"direct-named-call"	"T294 records direct outgoing expression only; a later degree may inspect the callee body"
"MVDM-SECOND-CANDIDATE-000210"	"MVDM-FIRST-DEFINITION-000018"	"base/mvdm/oemuni/file.c"	"a3184eb571d6822577b52849e2da3955689899ecc6dfd9df100ff3f3636be5df"	"205"	"GetFileAttributesOem"	"SetLastError"	"direct-named-call"	"T294 records direct outgoing expression only; a later degree may inspect the callee body"
"MVDM-SECOND-CANDIDATE-000211"	"MVDM-FIRST-DEFINITION-000018"	"base/mvdm/oemuni/file.c"	"a3184eb571d6822577b52849e2da3955689899ecc6dfd9df100ff3f3636be5df"	"208"	"GetFileAttributesOem"	"BaseSetLastNTError"	"direct-named-call"	"T294 records direct outgoing expression only; a later degree may inspect the callee body"
"MVDM-SECOND-CANDIDATE-000212"	"MVDM-FIRST-DEFINITION-000018"	"base/mvdm/oemuni/file.c"	"a3184eb571d6822577b52849e2da3955689899ecc6dfd9df100ff3f3636be5df"	"212"	"GetFileAttributesOem"	"GetFileAttributesW"	"direct-named-call"	"T294 records direct outgoing expression only; a later degree may inspect the callee body"
"MVDM-SECOND-CANDIDATE-000213"	"MVDM-FIRST-DEFINITION-000019"	"base/mvdm/oemuni/file.c"	"a3184eb571d6822577b52849e2da3955689899ecc6dfd9df100ff3f3636be5df"	"521"	"GetFullPathNameOem"	"ARGUMENT_PRESENT"	"direct-named-call"	"T294 records direct outgoing expression only; a later degree may inspect the callee body"
"MVDM-SECOND-CANDIDATE-000214"	"MVDM-FIRST-DEFINITION-000019"	"base/mvdm/oemuni/file.c"	"a3184eb571d6822577b52849e2da3955689899ecc6dfd9df100ff3f3636be5df"	"528"	"GetFullPathNameOem"	"RtlInitString"	"direct-named-call"	"T294 records direct outgoing expression only; a later degree may inspect the callee body"
"MVDM-SECOND-CANDIDATE-000215"	"MVDM-FIRST-DEFINITION-000019"	"base/mvdm/oemuni/file.c"	"a3184eb571d6822577b52849e2da3955689899ecc6dfd9df100ff3f3636be5df"	"529"	"GetFullPathNameOem"	"RtlOemStringToUnicodeString"	"direct-named-call"	"T294 records direct outgoing expression only; a later degree may inspect the callee body"
"MVDM-SECOND-CANDIDATE-000216"	"MVDM-FIRST-DEFINITION-000019"	"base/mvdm/oemuni/file.c"	"a3184eb571d6822577b52849e2da3955689899ecc6dfd9df100ff3f3636be5df"	"530"	"GetFullPathNameOem"	"NT_SUCCESS"	"direct-named-call"	"T294 records direct outgoing expression only; a later degree may inspect the callee body"
"MVDM-SECOND-CANDIDATE-000217"	"MVDM-FIRST-DEFINITION-000019"	"base/mvdm/oemuni/file.c"	"a3184eb571d6822577b52849e2da3955689899ecc6dfd9df100ff3f3636be5df"	"531"	"GetFullPathNameOem"	"RtlFreeUnicodeString"	"direct-named-call"	"T294 records direct outgoing expression only; a later degree may inspect the callee body"
"MVDM-SECOND-CANDIDATE-000218"	"MVDM-FIRST-DEFINITION-000019"	"base/mvdm/oemuni/file.c"	"a3184eb571d6822577b52849e2da3955689899ecc6dfd9df100ff3f3636be5df"	"532"	"GetFullPathNameOem"	"BaseSetLastNTError"	"direct-named-call"	"T294 records direct outgoing expression only; a later degree may inspect the callee body"
"MVDM-SECOND-CANDIDATE-000219"	"MVDM-FIRST-DEFINITION-000019"	"base/mvdm/oemuni/file.c"	"a3184eb571d6822577b52849e2da3955689899ecc6dfd9df100ff3f3636be5df"	"536"	"GetFullPathNameOem"	"RtlAllocateHeap"	"direct-named-call"	"T294 records direct outgoing expression only; a later degree may inspect the callee body"
"MVDM-SECOND-CANDIDATE-000220"	"MVDM-FIRST-DEFINITION-000019"	"base/mvdm/oemuni/file.c"	"a3184eb571d6822577b52849e2da3955689899ecc6dfd9df100ff3f3636be5df"	"536"	"GetFullPathNameOem"	"RtlProcessHeap"	"direct-named-call"	"T294 records direct outgoing expression only; a later degree may inspect the callee body"
"MVDM-SECOND-CANDIDATE-000221"	"MVDM-FIRST-DEFINITION-000019"	"base/mvdm/oemuni/file.c"	"a3184eb571d6822577b52849e2da3955689899ecc6dfd9df100ff3f3636be5df"	"538"	"GetFullPathNameOem"	"RtlFreeUnicodeString"	"direct-named-call"	"T294 records direct outgoing expression only; a later degree may inspect the callee body"
"MVDM-SECOND-CANDIDATE-000222"	"MVDM-FIRST-DEFINITION-000019"	"base/mvdm/oemuni/file.c"	"a3184eb571d6822577b52849e2da3955689899ecc6dfd9df100ff3f3636be5df"	"539"	"GetFullPathNameOem"	"BaseSetLastNTError"	"direct-named-call"	"T294 records direct outgoing expression only; a later degree may inspect the callee body"
"MVDM-SECOND-CANDIDATE-000223"	"MVDM-FIRST-DEFINITION-000019"	"base/mvdm/oemuni/file.c"	"a3184eb571d6822577b52849e2da3955689899ecc6dfd9df100ff3f3636be5df"	"543"	"GetFullPathNameOem"	"RtlGetFullPathName_U"	"direct-named-call"	"T294 records direct outgoing expression only; a later degree may inspect the callee body"
"MVDM-SECOND-CANDIDATE-000224"	"MVDM-FIRST-DEFINITION-000019"	"base/mvdm/oemuni/file.c"	"a3184eb571d6822577b52849e2da3955689899ecc6dfd9df100ff3f3636be5df"	"551"	"GetFullPathNameOem"	"RtlInitUnicodeString"	"direct-named-call"	"T294 records direct outgoing expression only; a later degree may inspect the callee body"
"MVDM-SECOND-CANDIDATE-000225"	"MVDM-FIRST-DEFINITION-000019"	"base/mvdm/oemuni/file.c"	"a3184eb571d6822577b52849e2da3955689899ecc6dfd9df100ff3f3636be5df"	"552"	"GetFullPathNameOem"	"RtlUnicodeStringToOemString"	"direct-named-call"	"T294 records direct outgoing expression only; a later degree may inspect the callee body"
"MVDM-SECOND-CANDIDATE-000226"	"MVDM-FIRST-DEFINITION-000019"	"base/mvdm/oemuni/file.c"	"a3184eb571d6822577b52849e2da3955689899ecc6dfd9df100ff3f3636be5df"	"553"	"GetFullPathNameOem"	"NT_SUCCESS"	"direct-named-call"	"T294 records direct outgoing expression only; a later degree may inspect the callee body"
