"file_id"	"target_path"	"package_root"	"scan_state"	"candidate_count"	"evidence"
"MVDM-FILE-0447"	"softpc.new/base/ccpu386/into.c"	"softpc.new"	"c-like-lexical-scan"	"6"	"softpc.new/base/ccpu386/into.c"
"MVDM-FILE-0449"	"softpc.new/base/ccpu386/intx.c"	"softpc.new"	"c-like-lexical-scan"	"5"	"softpc.new/base/ccpu386/intx.c"
"MVDM-FILE-0451"	"softpc.new/base/ccpu386/invd.c"	"softpc.new"	"c-like-lexical-scan"	"1"	"softpc.new/base/ccpu386/invd.c"
"MVDM-FILE-0453"	"softpc.new/base/ccpu386/invlpg.c"	"softpc.new"	"c-like-lexical-scan"	"2"	"softpc.new/base/ccpu386/invlpg.c"
"MVDM-FILE-0455"	"softpc.new/base/ccpu386/iret.c"	"softpc.new"	"c-like-lexical-scan"	"92"	"softpc.new/base/ccpu386/iret.c"
"MVDM-FILE-0457"	"softpc.new/base/ccpu386/jcxz.c"	"softpc.new"	"c-like-lexical-scan"	"6"	"softpc.new/base/ccpu386/jcxz.c"
"MVDM-FILE-0459"	"softpc.new/base/ccpu386/jmp.c"	"softpc.new"	"c-like-lexical-scan"	"30"	"softpc.new/base/ccpu386/jmp.c"
"MVDM-FILE-0461"	"softpc.new/base/ccpu386/jxx.c"	"softpc.new"	"c-like-lexical-scan"	"56"	"softpc.new/base/ccpu386/jxx.c"
"MVDM-FILE-0463"	"softpc.new/base/ccpu386/lahf.c"	"softpc.new"	"c-like-lexical-scan"	"7"	"softpc.new/base/ccpu386/lahf.c"
"MVDM-FILE-0465"	"softpc.new/base/ccpu386/lar.c"	"softpc.new"	"c-like-lexical-scan"	"10"	"softpc.new/base/ccpu386/lar.c"
"MVDM-FILE-0467"	"softpc.new/base/ccpu386/lea.c"	"softpc.new"	"c-like-lexical-scan"	"1"	"softpc.new/base/ccpu386/lea.c"
"MVDM-FILE-0469"	"softpc.new/base/ccpu386/leave.c"	"softpc.new"	"c-like-lexical-scan"	"12"	"softpc.new/base/ccpu386/leave.c"
"MVDM-FILE-0471"	"softpc.new/base/ccpu386/lgdt.c"	"softpc.new"	"c-like-lexical-scan"	"10"	"softpc.new/base/ccpu386/lgdt.c"
"MVDM-FILE-0473"	"softpc.new/base/ccpu386/lidt.c"	"softpc.new"	"c-like-lexical-scan"	"8"	"softpc.new/base/ccpu386/lidt.c"
"MVDM-FILE-0475"	"softpc.new/base/ccpu386/lldt.c"	"softpc.new"	"c-like-lexical-scan"	"16"	"softpc.new/base/ccpu386/lldt.c"
"MVDM-FILE-0477"	"softpc.new/base/ccpu386/lmsw.c"	"softpc.new"	"c-like-lexical-scan"	"3"	"softpc.new/base/ccpu386/lmsw.c"
"MVDM-FILE-0479"	"softpc.new/base/ccpu386/localfm.c"	"softpc.new"	"c-like-lexical-scan"	"0"	"softpc.new/base/ccpu386/localfm.c"
"MVDM-FILE-0480"	"softpc.new/base/ccpu386/loopxx.c"	"softpc.new"	"c-like-lexical-scan"	"34"	"softpc.new/base/ccpu386/loopxx.c"
"MVDM-FILE-0482"	"softpc.new/base/ccpu386/lsl.c"	"softpc.new"	"c-like-lexical-scan"	"10"	"softpc.new/base/ccpu386/lsl.c"
"MVDM-FILE-0484"	"softpc.new/base/ccpu386/ltr.c"	"softpc.new"	"c-like-lexical-scan"	"8"	"softpc.new/base/ccpu386/ltr.c"
"MVDM-FILE-0486"	"softpc.new/base/ccpu386/lxs.c"	"softpc.new"	"c-like-lexical-scan"	"15"	"softpc.new/base/ccpu386/lxs.c"
"MVDM-FILE-0489"	"softpc.new/base/ccpu386/mov.c"	"softpc.new"	"c-like-lexical-scan"	"25"	"softpc.new/base/ccpu386/mov.c"
"MVDM-FILE-0491"	"softpc.new/base/ccpu386/movsx.c"	"softpc.new"	"c-like-lexical-scan"	"3"	"softpc.new/base/ccpu386/movsx.c"
"MVDM-FILE-0493"	"softpc.new/base/ccpu386/mul.c"	"softpc.new"	"c-like-lexical-scan"	"19"	"softpc.new/base/ccpu386/mul.c"
"MVDM-FILE-0495"	"softpc.new/base/ccpu386/neg.c"	"softpc.new"	"c-like-lexical-scan"	"9"	"softpc.new/base/ccpu386/neg.c"
"MVDM-FILE-0498"	"softpc.new/base/ccpu386/nop.c"	"softpc.new"	"c-like-lexical-scan"	"1"	"softpc.new/base/ccpu386/nop.c"
"MVDM-FILE-0500"	"softpc.new/base/ccpu386/not.c"	"softpc.new"	"c-like-lexical-scan"	"1"	"softpc.new/base/ccpu386/not.c"
"MVDM-FILE-0502"	"softpc.new/base/ccpu386/ntstubs.c"	"softpc.new"	"c-like-lexical-scan"	"101"	"softpc.new/base/ccpu386/ntstubs.c"
"MVDM-FILE-0503"	"softpc.new/base/ccpu386/ntthread.c"	"softpc.new"	"c-like-lexical-scan"	"83"	"softpc.new/base/ccpu386/ntthread.c"
"MVDM-FILE-0505"	"softpc.new/base/ccpu386/or.c"	"softpc.new"	"c-like-lexical-scan"	"8"	"softpc.new/base/ccpu386/or.c"
"MVDM-FILE-0507"	"softpc.new/base/ccpu386/out.c"	"softpc.new"	"c-like-lexical-scan"	"8"	"softpc.new/base/ccpu386/out.c"
"MVDM-FILE-0510"	"softpc.new/base/ccpu386/pop.c"	"softpc.new"	"c-like-lexical-scan"	"8"	"softpc.new/base/ccpu386/pop.c"
"MVDM-FILE-0512"	"softpc.new/base/ccpu386/popa.c"	"softpc.new"	"c-like-lexical-scan"	"34"	"softpc.new/base/ccpu386/popa.c"
"MVDM-FILE-0514"	"softpc.new/base/ccpu386/popf.c"	"softpc.new"	"c-like-lexical-scan"	"14"	"softpc.new/base/ccpu386/popf.c"
"MVDM-FILE-0516"	"softpc.new/base/ccpu386/push.c"	"softpc.new"	"c-like-lexical-scan"	"6"	"softpc.new/base/ccpu386/push.c"
"MVDM-FILE-0518"	"softpc.new/base/ccpu386/pusha.c"	"softpc.new"	"c-like-lexical-scan"	"18"	"softpc.new/base/ccpu386/pusha.c"
"MVDM-FILE-0520"	"softpc.new/base/ccpu386/pushf.c"	"softpc.new"	"c-like-lexical-scan"	"4"	"softpc.new/base/ccpu386/pushf.c"
"MVDM-FILE-0522"	"softpc.new/base/ccpu386/rcl.c"	"softpc.new"	"c-like-lexical-scan"	"9"	"softpc.new/base/ccpu386/rcl.c"
"MVDM-FILE-0524"	"softpc.new/base/ccpu386/rcr.c"	"softpc.new"	"c-like-lexical-scan"	"6"	"softpc.new/base/ccpu386/rcr.c"
"MVDM-FILE-0526"	"softpc.new/base/ccpu386/ret.c"	"softpc.new"	"c-like-lexical-scan"	"57"	"softpc.new/base/ccpu386/ret.c"
"MVDM-FILE-0528"	"softpc.new/base/ccpu386/rol.c"	"softpc.new"	"c-like-lexical-scan"	"7"	"softpc.new/base/ccpu386/rol.c"
"MVDM-FILE-0530"	"softpc.new/base/ccpu386/ror.c"	"softpc.new"	"c-like-lexical-scan"	"6"	"softpc.new/base/ccpu386/ror.c"
"MVDM-FILE-0532"	"softpc.new/base/ccpu386/rsrvd.c"	"softpc.new"	"c-like-lexical-scan"	"1"	"softpc.new/base/ccpu386/rsrvd.c"
"MVDM-FILE-0534"	"softpc.new/base/ccpu386/sahf.c"	"softpc.new"	"c-like-lexical-scan"	"7"	"softpc.new/base/ccpu386/sahf.c"
"MVDM-FILE-0536"	"softpc.new/base/ccpu386/sar.c"	"softpc.new"	"c-like-lexical-scan"	"8"	"softpc.new/base/ccpu386/sar.c"
"MVDM-FILE-0538"	"softpc.new/base/ccpu386/sascdef.c"	"softpc.new"	"c-like-lexical-scan"	"3"	"softpc.new/base/ccpu386/sascdef.c"
"MVDM-FILE-0539"	"softpc.new/base/ccpu386/sbb.c"	"softpc.new"	"c-like-lexical-scan"	"11"	"softpc.new/base/ccpu386/sbb.c"
"MVDM-FILE-0541"	"softpc.new/base/ccpu386/setxx.c"	"softpc.new"	"c-like-lexical-scan"	"40"	"softpc.new/base/ccpu386/setxx.c"
"MVDM-FILE-0543"	"softpc.new/base/ccpu386/sgdt.c"	"softpc.new"	"c-like-lexical-scan"	"8"	"softpc.new/base/ccpu386/sgdt.c"
"MVDM-FILE-0545"	"softpc.new/base/ccpu386/shl.c"	"softpc.new"	"c-like-lexical-scan"	"12"	"softpc.new/base/ccpu386/shl.c"
"MVDM-FILE-0547"	"softpc.new/base/ccpu386/shld.c"	"softpc.new"	"c-like-lexical-scan"	"14"	"softpc.new/base/ccpu386/shld.c"
"MVDM-FILE-0549"	"softpc.new/base/ccpu386/shr.c"	"softpc.new"	"c-like-lexical-scan"	"9"	"softpc.new/base/ccpu386/shr.c"
"MVDM-FILE-0551"	"softpc.new/base/ccpu386/shrd.c"	"softpc.new"	"c-like-lexical-scan"	"14"	"softpc.new/base/ccpu386/shrd.c"
"MVDM-FILE-0553"	"softpc.new/base/ccpu386/sidt.c"	"softpc.new"	"c-like-lexical-scan"	"8"	"softpc.new/base/ccpu386/sidt.c"
"MVDM-FILE-0555"	"softpc.new/base/ccpu386/sldt.c"	"softpc.new"	"c-like-lexical-scan"	"2"	"softpc.new/base/ccpu386/sldt.c"
"MVDM-FILE-0557"	"softpc.new/base/ccpu386/smsw.c"	"softpc.new"	"c-like-lexical-scan"	"2"	"softpc.new/base/ccpu386/smsw.c"
"MVDM-FILE-0560"	"softpc.new/base/ccpu386/stc.c"	"softpc.new"	"c-like-lexical-scan"	"2"	"softpc.new/base/ccpu386/stc.c"
"MVDM-FILE-0562"	"softpc.new/base/ccpu386/std.c"	"softpc.new"	"c-like-lexical-scan"	"2"	"softpc.new/base/ccpu386/std.c"
"MVDM-FILE-0564"	"softpc.new/base/ccpu386/sti.c"	"softpc.new"	"c-like-lexical-scan"	"2"	"softpc.new/base/ccpu386/sti.c"
"MVDM-FILE-0566"	"softpc.new/base/ccpu386/str.c"	"softpc.new"	"c-like-lexical-scan"	"2"	"softpc.new/base/ccpu386/str.c"
"MVDM-FILE-0568"	"softpc.new/base/ccpu386/stubs.c"	"softpc.new"	"c-like-lexical-scan"	"3"	"softpc.new/base/ccpu386/stubs.c"
"MVDM-FILE-0569"	"softpc.new/base/ccpu386/sub.c"	"softpc.new"	"c-like-lexical-scan"	"10"	"softpc.new/base/ccpu386/sub.c"
"MVDM-FILE-0571"	"softpc.new/base/ccpu386/test.c"	"softpc.new"	"c-like-lexical-scan"	"8"	"softpc.new/base/ccpu386/test.c"
"MVDM-FILE-0574"	"softpc.new/base/ccpu386/verr.c"	"softpc.new"	"c-like-lexical-scan"	"10"	"softpc.new/base/ccpu386/verr.c"
"MVDM-FILE-0576"	"softpc.new/base/ccpu386/verw.c"	"softpc.new"	"c-like-lexical-scan"	"10"	"softpc.new/base/ccpu386/verw.c"
"MVDM-FILE-0578"	"softpc.new/base/ccpu386/vglob.c"	"softpc.new"	"c-like-lexical-scan"	"76"	"softpc.new/base/ccpu386/vglob.c"
"MVDM-FILE-0579"	"softpc.new/base/ccpu386/wait.c"	"softpc.new"	"c-like-lexical-scan"	"1"	"softpc.new/base/ccpu386/wait.c"
"MVDM-FILE-0581"	"softpc.new/base/ccpu386/wbinvd.c"	"softpc.new"	"c-like-lexical-scan"	"1"	"softpc.new/base/ccpu386/wbinvd.c"
"MVDM-FILE-0583"	"softpc.new/base/ccpu386/xadd.c"	"softpc.new"	"c-like-lexical-scan"	"2"	"softpc.new/base/ccpu386/xadd.c"
"MVDM-FILE-0585"	"softpc.new/base/ccpu386/xchg.c"	"softpc.new"	"c-like-lexical-scan"	"1"	"softpc.new/base/ccpu386/xchg.c"
"MVDM-FILE-0587"	"softpc.new/base/ccpu386/xlat.c"	"softpc.new"	"c-like-lexical-scan"	"2"	"softpc.new/base/ccpu386/xlat.c"
"MVDM-FILE-0589"	"softpc.new/base/ccpu386/xor.c"	"softpc.new"	"c-like-lexical-scan"	"8"	"softpc.new/base/ccpu386/xor.c"
"MVDM-FILE-0591"	"softpc.new/base/ccpu386/zfrsrvd.c"	"softpc.new"	"c-like-lexical-scan"	"934"	"softpc.new/base/ccpu386/zfrsrvd.c"
"MVDM-FILE-0593"	"softpc.new/base/comms/com.c"	"softpc.new"	"c-like-lexical-scan"	"547"	"softpc.new/base/comms/com.c"
"MVDM-FILE-0595"	"softpc.new/base/comms/printer.c"	"softpc.new"	"c-like-lexical-scan"	"161"	"softpc.new/base/comms/printer.c"
"MVDM-FILE-0596"	"softpc.new/base/comms/printer_.c"	"softpc.new"	"c-like-lexical-scan"	"38"	"softpc.new/base/comms/printer_.c"
"MVDM-FILE-0597"	"softpc.new/base/comms/prt_scrn.c"	"softpc.new"	"c-like-lexical-scan"	"0"	"softpc.new/base/comms/prt_scrn.c"
"MVDM-FILE-0598"	"softpc.new/base/comms/rs232_io.c"	"softpc.new"	"c-like-lexical-scan"	"51"	"softpc.new/base/comms/rs232_io.c"
"MVDM-FILE-0600"	"softpc.new/base/cpu/src/evid/ev_glue.c"	"softpc.new"	"c-like-lexical-scan"	"89"	"softpc.new/base/cpu/src/evid/ev_glue.c"
"MVDM-FILE-0601"	"softpc.new/base/cpu/src/evid/ev_stubs.c"	"softpc.new"	"c-like-lexical-scan"	"2"	"softpc.new/base/cpu/src/evid/ev_stubs.c"
"MVDM-FILE-0602"	"softpc.new/base/cpu/src/evid/vglob.c"	"softpc.new"	"c-like-lexical-scan"	"76"	"softpc.new/base/cpu/src/evid/vglob.c"
"MVDM-FILE-0605"	"softpc.new/base/cvidc/accessfn.c"	"softpc.new"	"c-like-lexical-scan"	"264"	"softpc.new/base/cvidc/accessfn.c"
"MVDM-FILE-0635"	"softpc.new/base/cvidc/ev_glue.c"	"softpc.new"	"c-like-lexical-scan"	"89"	"softpc.new/base/cvidc/ev_glue.c"
"MVDM-FILE-0636"	"softpc.new/base/cvidc/ev_stubs.c"	"softpc.new"	"c-like-lexical-scan"	"2"	"softpc.new/base/cvidc/ev_stubs.c"
"MVDM-FILE-0638"	"softpc.new/base/cvidc/evidfunc.c"	"softpc.new"	"c-like-lexical-scan"	"0"	"softpc.new/base/cvidc/evidfunc.c"
"MVDM-FILE-0658"	"softpc.new/base/cvidc/j_c_lang.c"	"softpc.new"	"c-like-lexical-scan"	"13"	"softpc.new/base/cvidc/j_c_lang.c"
"MVDM-FILE-0690"	"softpc.new/base/cvidc/sascdef.c"	"softpc.new"	"c-like-lexical-scan"	"1"	"softpc.new/base/cvidc/sascdef.c"
"MVDM-FILE-0692"	"softpc.new/base/cvidc/sevid000.c"	"softpc.new"	"c-like-lexical-scan"	"501"	"softpc.new/base/cvidc/sevid000.c"
"MVDM-FILE-0693"	"softpc.new/base/cvidc/sevid001.c"	"softpc.new"	"c-like-lexical-scan"	"533"	"softpc.new/base/cvidc/sevid001.c"
"MVDM-FILE-0694"	"softpc.new/base/cvidc/sevid002.c"	"softpc.new"	"c-like-lexical-scan"	"677"	"softpc.new/base/cvidc/sevid002.c"
"MVDM-FILE-0695"	"softpc.new/base/cvidc/sevid003.c"	"softpc.new"	"c-like-lexical-scan"	"755"	"softpc.new/base/cvidc/sevid003.c"
"MVDM-FILE-0696"	"softpc.new/base/cvidc/sevid004.c"	"softpc.new"	"c-like-lexical-scan"	"894"	"softpc.new/base/cvidc/sevid004.c"
"MVDM-FILE-0697"	"softpc.new/base/cvidc/sevid005.c"	"softpc.new"	"c-like-lexical-scan"	"691"	"softpc.new/base/cvidc/sevid005.c"
"MVDM-FILE-0698"	"softpc.new/base/cvidc/sevid006.c"	"softpc.new"	"c-like-lexical-scan"	"794"	"softpc.new/base/cvidc/sevid006.c"
"MVDM-FILE-0699"	"softpc.new/base/cvidc/sevid007.c"	"softpc.new"	"c-like-lexical-scan"	"927"	"softpc.new/base/cvidc/sevid007.c"
"MVDM-FILE-0700"	"softpc.new/base/cvidc/sevid008.c"	"softpc.new"	"c-like-lexical-scan"	"701"	"softpc.new/base/cvidc/sevid008.c"
"MVDM-FILE-0701"	"softpc.new/base/cvidc/sevid009.c"	"softpc.new"	"c-like-lexical-scan"	"501"	"softpc.new/base/cvidc/sevid009.c"
"MVDM-FILE-0702"	"softpc.new/base/cvidc/sevid010.c"	"softpc.new"	"c-like-lexical-scan"	"731"	"softpc.new/base/cvidc/sevid010.c"
"MVDM-FILE-0703"	"softpc.new/base/cvidc/sevid011.c"	"softpc.new"	"c-like-lexical-scan"	"621"	"softpc.new/base/cvidc/sevid011.c"
"MVDM-FILE-0704"	"softpc.new/base/cvidc/sevid012.c"	"softpc.new"	"c-like-lexical-scan"	"704"	"softpc.new/base/cvidc/sevid012.c"
"MVDM-FILE-0705"	"softpc.new/base/cvidc/sevid013.c"	"softpc.new"	"c-like-lexical-scan"	"830"	"softpc.new/base/cvidc/sevid013.c"
"MVDM-FILE-0706"	"softpc.new/base/cvidc/sevid014.c"	"softpc.new"	"c-like-lexical-scan"	"839"	"softpc.new/base/cvidc/sevid014.c"
"MVDM-FILE-0707"	"softpc.new/base/cvidc/sevid015.c"	"softpc.new"	"c-like-lexical-scan"	"712"	"softpc.new/base/cvidc/sevid015.c"
"MVDM-FILE-0708"	"softpc.new/base/cvidc/sevid016.c"	"softpc.new"	"c-like-lexical-scan"	"737"	"softpc.new/base/cvidc/sevid016.c"
"MVDM-FILE-0709"	"softpc.new/base/cvidc/sevid017.c"	"softpc.new"	"c-like-lexical-scan"	"603"	"softpc.new/base/cvidc/sevid017.c"
"MVDM-FILE-0710"	"softpc.new/base/cvidc/sevid018.c"	"softpc.new"	"c-like-lexical-scan"	"640"	"softpc.new/base/cvidc/sevid018.c"
"MVDM-FILE-0711"	"softpc.new/base/cvidc/sevid019.c"	"softpc.new"	"c-like-lexical-scan"	"751"	"softpc.new/base/cvidc/sevid019.c"
"MVDM-FILE-0712"	"softpc.new/base/cvidc/sevid020.c"	"softpc.new"	"c-like-lexical-scan"	"572"	"softpc.new/base/cvidc/sevid020.c"
"MVDM-FILE-0713"	"softpc.new/base/cvidc/sevid021.c"	"softpc.new"	"c-like-lexical-scan"	"646"	"softpc.new/base/cvidc/sevid021.c"
"MVDM-FILE-0714"	"softpc.new/base/cvidc/sevid022.c"	"softpc.new"	"c-like-lexical-scan"	"632"	"softpc.new/base/cvidc/sevid022.c"
"MVDM-FILE-0715"	"softpc.new/base/cvidc/sevid023.c"	"softpc.new"	"c-like-lexical-scan"	"473"	"softpc.new/base/cvidc/sevid023.c"
"MVDM-FILE-0716"	"softpc.new/base/cvidc/sevid024.c"	"softpc.new"	"c-like-lexical-scan"	"521"	"softpc.new/base/cvidc/sevid024.c"
"MVDM-FILE-0717"	"softpc.new/base/cvidc/sevid025.c"	"softpc.new"	"c-like-lexical-scan"	"607"	"softpc.new/base/cvidc/sevid025.c"
"MVDM-FILE-0718"	"softpc.new/base/cvidc/sevid026.c"	"softpc.new"	"c-like-lexical-scan"	"589"	"softpc.new/base/cvidc/sevid026.c"
"MVDM-FILE-0719"	"softpc.new/base/cvidc/sevid027.c"	"softpc.new"	"c-like-lexical-scan"	"584"	"softpc.new/base/cvidc/sevid027.c"
"MVDM-FILE-0720"	"softpc.new/base/cvidc/sevid028.c"	"softpc.new"	"c-like-lexical-scan"	"635"	"softpc.new/base/cvidc/sevid028.c"
"MVDM-FILE-0721"	"softpc.new/base/cvidc/sevid029.c"	"softpc.new"	"c-like-lexical-scan"	"581"	"softpc.new/base/cvidc/sevid029.c"
"MVDM-FILE-0722"	"softpc.new/base/cvidc/sevid030.c"	"softpc.new"	"c-like-lexical-scan"	"413"	"softpc.new/base/cvidc/sevid030.c"
"MVDM-FILE-0726"	"softpc.new/base/cvidc/sinit011.c"	"softpc.new"	"c-like-lexical-scan"	"122"	"softpc.new/base/cvidc/sinit011.c"
"MVDM-FILE-0727"	"softpc.new/base/cvidc/sinit012.c"	"softpc.new"	"c-like-lexical-scan"	"194"	"softpc.new/base/cvidc/sinit012.c"
"MVDM-FILE-0728"	"softpc.new/base/cvidc/sinit013.c"	"softpc.new"	"c-like-lexical-scan"	"262"	"softpc.new/base/cvidc/sinit013.c"
"MVDM-FILE-0742"	"softpc.new/base/cvidc/vglfunc.c"	"softpc.new"	"c-like-lexical-scan"	"78"	"softpc.new/base/cvidc/vglfunc.c"
"MVDM-FILE-0743"	"softpc.new/base/cvidc/vglob.c"	"softpc.new"	"c-like-lexical-scan"	"0"	"softpc.new/base/cvidc/vglob.c"
"MVDM-FILE-0748"	"softpc.new/base/dasm386/build.c"	"softpc.new"	"c-like-lexical-scan"	"2"	"softpc.new/base/dasm386/build.c"
"MVDM-FILE-0749"	"softpc.new/base/dasm386/dasm386.c"	"softpc.new"	"c-like-lexical-scan"	"105"	"softpc.new/base/dasm386/dasm386.c"
"MVDM-FILE-0750"	"softpc.new/base/dasm386/decode.c"	"softpc.new"	"c-like-lexical-scan"	"730"	"softpc.new/base/dasm386/decode.c"
"MVDM-FILE-0753"	"softpc.new/base/debug/btrace.c"	"softpc.new"	"c-like-lexical-scan"	"78"	"softpc.new/base/debug/btrace.c"
"MVDM-FILE-0754"	"softpc.new/base/debug/dasm.c"	"softpc.new"	"c-like-lexical-scan"	"786"	"softpc.new/base/debug/dasm.c"
"MVDM-FILE-0755"	"softpc.new/base/debug/debuggng.c"	"softpc.new"	"c-like-lexical-scan"	"0"	"softpc.new/base/debug/debuggng.c"
"MVDM-FILE-0756"	"softpc.new/base/debug/ega_dump.c"	"softpc.new"	"c-like-lexical-scan"	"125"	"softpc.new/base/debug/ega_dump.c"
"MVDM-FILE-0759"	"softpc.new/base/debug/pigyoda.c"	"softpc.new"	"c-like-lexical-scan"	"70"	"softpc.new/base/debug/pigyoda.c"
"MVDM-FILE-0760"	"softpc.new/base/debug/profile.c"	"softpc.new"	"c-like-lexical-scan"	"386"	"softpc.new/base/debug/profile.c"
"MVDM-FILE-0762"	"softpc.new/base/debug/trace.c"	"softpc.new"	"c-like-lexical-scan"	"265"	"softpc.new/base/debug/trace.c"
"MVDM-FILE-0763"	"softpc.new/base/debug/yoda.c"	"softpc.new"	"c-like-lexical-scan"	"2500"	"softpc.new/base/debug/yoda.c"
"MVDM-FILE-0765"	"softpc.new/base/disks/diskbios.c"	"softpc.new"	"c-like-lexical-scan"	"387"	"softpc.new/base/disks/diskbios.c"
"MVDM-FILE-0766"	"softpc.new/base/disks/fdisk.c"	"softpc.new"	"c-like-lexical-scan"	"282"	"softpc.new/base/disks/fdisk.c"
"MVDM-FILE-0767"	"softpc.new/base/disks/fla.c"	"softpc.new"	"c-like-lexical-scan"	"122"	"softpc.new/base/disks/fla.c"
"MVDM-FILE-0768"	"softpc.new/base/disks/floppy.c"	"softpc.new"	"c-like-lexical-scan"	"731"	"softpc.new/base/disks/floppy.c"
"MVDM-FILE-0769"	"softpc.new/base/disks/floppy_i.c"	"softpc.new"	"c-like-lexical-scan"	"147"	"softpc.new/base/disks/floppy_i.c"
"MVDM-FILE-0770"	"softpc.new/base/disks/gfi.c"	"softpc.new"	"c-like-lexical-scan"	"45"	"softpc.new/base/disks/gfi.c"
"MVDM-FILE-0771"	"softpc.new/base/disks/gfi_ibm.c"	"softpc.new"	"c-like-lexical-scan"	"45"	"softpc.new/base/disks/gfi_ibm.c"
"MVDM-FILE-0772"	"softpc.new/base/disks/gfi_mpty.c"	"softpc.new"	"c-like-lexical-scan"	"55"	"softpc.new/base/disks/gfi_mpty.c"
"MVDM-FILE-0773"	"softpc.new/base/disks/gfi_sflp.c"	"softpc.new"	"c-like-lexical-scan"	"132"	"softpc.new/base/disks/gfi_sflp.c"
"MVDM-FILE-0774"	"softpc.new/base/disks/gfi_test.c"	"softpc.new"	"c-like-lexical-scan"	"117"	"softpc.new/base/disks/gfi_test.c"
"MVDM-FILE-0777"	"softpc.new/base/dos/emm_mngr.c"	"softpc.new"	"c-like-lexical-scan"	"217"	"softpc.new/base/dos/emm_mngr.c"
"MVDM-FILE-0936"	"softpc.new/base/keymouse/keyba.c"	"softpc.new"	"c-like-lexical-scan"	"286"	"softpc.new/base/keymouse/keyba.c"
"MVDM-FILE-0937"	"softpc.new/base/keymouse/keybd_io.c"	"softpc.new"	"c-like-lexical-scan"	"615"	"softpc.new/base/keymouse/keybd_io.c"
"MVDM-FILE-0939"	"softpc.new/base/keymouse/mouse.c"	"softpc.new"	"c-like-lexical-scan"	"54"	"softpc.new/base/keymouse/mouse.c"
"MVDM-FILE-0940"	"softpc.new/base/keymouse/mouse_io.c"	"softpc.new"	"c-like-lexical-scan"	"1535"	"softpc.new/base/keymouse/mouse_io.c"
"MVDM-FILE-0941"	"softpc.new/base/keymouse/ppi.c"	"softpc.new"	"c-like-lexical-scan"	"18"	"softpc.new/base/keymouse/ppi.c"
"MVDM-FILE-0943"	"softpc.new/base/support/get_env.c"	"softpc.new"	"c-like-lexical-scan"	"27"	"softpc.new/base/support/get_env.c"
"MVDM-FILE-0944"	"softpc.new/base/support/ios.c"	"softpc.new"	"c-like-lexical-scan"	"136"	"softpc.new/base/support/ios.c"
"MVDM-FILE-0945"	"softpc.new/base/support/main.c"	"softpc.new"	"c-like-lexical-scan"	"48"	"softpc.new/base/support/main.c"
"MVDM-FILE-0948"	"softpc.new/base/support/terminat.c"	"softpc.new"	"c-like-lexical-scan"	"25"	"softpc.new/base/support/terminat.c"
"MVDM-FILE-0949"	"softpc.new/base/support/time_day.c"	"softpc.new"	"c-like-lexical-scan"	"173"	"softpc.new/base/support/time_day.c"
"MVDM-FILE-0950"	"softpc.new/base/support/xt.c"	"softpc.new"	"c-like-lexical-scan"	"29"	"softpc.new/base/support/xt.c"
"MVDM-FILE-0951"	"softpc.new/base/system/at_dma.c"	"softpc.new"	"c-like-lexical-scan"	"75"	"softpc.new/base/system/at_dma.c"
"MVDM-FILE-0952"	"softpc.new/base/system/cmos.c"	"softpc.new"	"c-like-lexical-scan"	"176"	"softpc.new/base/system/cmos.c"
"MVDM-FILE-0953"	"softpc.new/base/system/cmosnt.c"	"softpc.new"	"c-like-lexical-scan"	"132"	"softpc.new/base/system/cmosnt.c"
"MVDM-FILE-0954"	"softpc.new/base/system/dummy_nt.c"	"softpc.new"	"c-like-lexical-scan"	"1"	"softpc.new/base/system/dummy_nt.c"
"MVDM-FILE-0955"	"softpc.new/base/system/ica.c"	"softpc.new"	"c-like-lexical-scan"	"282"	"softpc.new/base/system/ica.c"
"MVDM-FILE-0957"	"softpc.new/base/system/idetect.c"	"softpc.new"	"c-like-lexical-scan"	"29"	"softpc.new/base/system/idetect.c"
"MVDM-FILE-0958"	"softpc.new/base/system/illegalp.c"	"softpc.new"	"c-like-lexical-scan"	"144"	"softpc.new/base/system/illegalp.c"
"MVDM-FILE-0960"	"softpc.new/base/system/qevnt.c"	"softpc.new"	"c-like-lexical-scan"	"61"	"softpc.new/base/system/qevnt.c"
"MVDM-FILE-0961"	"softpc.new/base/system/quick_ev.c"	"softpc.new"	"c-like-lexical-scan"	"170"	"softpc.new/base/system/quick_ev.c"
"MVDM-FILE-0962"	"softpc.new/base/system/rom.c"	"softpc.new"	"c-like-lexical-scan"	"117"	"softpc.new/base/system/rom.c"
"MVDM-FILE-0964"	"softpc.new/base/system/timer.c"	"softpc.new"	"c-like-lexical-scan"	"352"	"softpc.new/base/system/timer.c"
"MVDM-FILE-0965"	"softpc.new/base/system/timestrb.c"	"softpc.new"	"c-like-lexical-scan"	"10"	"softpc.new/base/system/timestrb.c"
"MVDM-FILE-0966"	"softpc.new/base/system/unexp_nt.c"	"softpc.new"	"c-like-lexical-scan"	"16"	"softpc.new/base/system/unexp_nt.c"
"MVDM-FILE-0969"	"softpc.new/base/video/cga.c"	"softpc.new"	"c-like-lexical-scan"	"212"	"softpc.new/base/video/cga.c"
"MVDM-FILE-0970"	"softpc.new/base/video/ega_dmmy.c"	"softpc.new"	"c-like-lexical-scan"	"4"	"softpc.new/base/video/ega_dmmy.c"
