classification_id	source_path	source_line	warning	message	architectures	review_cluster	x86_x64_disposition	required_next_read	source_records
T310-S8-P4-CLASS-001378	src/mvdm-host/softpc.new/base/cvidc/SEVID002.c	1197	C4457	declaration of 'v4' hides function parameter	x64,x86	SPC-CVIDC-GENERATED-DISPATCH	nonwidth-source-quality-not-current-blocker	not an x86/x64 compatibility diagnosis on its own; retain the source row for later package review but do not create an adapter or modify a mirror solely for this warning	T310-S8-P4-WARN-002685,T310-S8-P4-WARN-002690
T310-S8-P4-CLASS-001379	src/mvdm-host/softpc.new/base/cvidc/SEVID002.c	1215	C4102	'S_2153_Unchained1PlaneByteFill': unreferenced label	x64,x86	SPC-CVIDC-GENERATED-DISPATCH	nonwidth-source-quality-not-current-blocker	not an x86/x64 compatibility diagnosis on its own; retain the source row for later package review but do not create an adapter or modify a mirror solely for this warning	T310-S8-P4-WARN-002691,T310-S8-P4-WARN-002692
T310-S8-P4-CLASS-001380	src/mvdm-host/softpc.new/base/cvidc/SEVID002.c	1219	C4127	conditional expression is constant	x64,x86	SPC-CVIDC-GENERATED-DISPATCH	nonwidth-source-quality-not-current-blocker	not an x86/x64 compatibility diagnosis on its own; retain the source row for later package review but do not create an adapter or modify a mirror solely for this warning	T310-S8-P4-WARN-002693,T310-S8-P4-WARN-002694
T310-S8-P4-CLASS-001381	src/mvdm-host/softpc.new/base/cvidc/SEVID002.c	1220	C4127	conditional expression is constant	x64,x86	SPC-CVIDC-GENERATED-DISPATCH	nonwidth-source-quality-not-current-blocker	not an x86/x64 compatibility diagnosis on its own; retain the source row for later package review but do not create an adapter or modify a mirror solely for this warning	T310-S8-P4-WARN-002695,T310-S8-P4-WARN-002696
T310-S8-P4-CLASS-001382	src/mvdm-host/softpc.new/base/cvidc/SEVID002.c	1223	C4245	'=': conversion from 'IS32' to 'IUH', signed/unsigned mismatch	x64,x86	SPC-CVIDC-GENERATED-DISPATCH	nonwidth-source-quality-not-current-blocker	not an x86/x64 compatibility diagnosis on its own; retain the source row for later package review but do not create an adapter or modify a mirror solely for this warning	T310-S8-P4-WARN-002697,T310-S8-P4-WARN-002698
T310-S8-P4-CLASS-001383	src/mvdm-host/softpc.new/base/cvidc/SEVID002.c	1266	C4102	'S_2154_UnchainedByteMove_00000000_0000000e_00000001_00000000': unreferenced label	x64,x86	SPC-CVIDC-GENERATED-DISPATCH	nonwidth-source-quality-not-current-blocker	not an x86/x64 compatibility diagnosis on its own; retain the source row for later package review but do not create an adapter or modify a mirror solely for this warning	T310-S8-P4-WARN-002699,T310-S8-P4-WARN-002700
T310-S8-P4-CLASS-001384	src/mvdm-host/softpc.new/base/cvidc/SEVID002.c	1270	C4127	conditional expression is constant	x64,x86	SPC-CVIDC-GENERATED-DISPATCH	nonwidth-source-quality-not-current-blocker	not an x86/x64 compatibility diagnosis on its own; retain the source row for later package review but do not create an adapter or modify a mirror solely for this warning	T310-S8-P4-WARN-002701,T310-S8-P4-WARN-002702
T310-S8-P4-CLASS-001385	src/mvdm-host/softpc.new/base/cvidc/SEVID002.c	1271	C4127	conditional expression is constant	x64,x86	SPC-CVIDC-GENERATED-DISPATCH	nonwidth-source-quality-not-current-blocker	not an x86/x64 compatibility diagnosis on its own; retain the source row for later package review but do not create an adapter or modify a mirror solely for this warning	T310-S8-P4-WARN-002703,T310-S8-P4-WARN-002704
T310-S8-P4-CLASS-001386	src/mvdm-host/softpc.new/base/cvidc/SEVID002.c	1274	C4245	'=': conversion from 'IS32' to 'IUH', signed/unsigned mismatch	x64,x86	SPC-CVIDC-GENERATED-DISPATCH	nonwidth-source-quality-not-current-blocker	not an x86/x64 compatibility diagnosis on its own; retain the source row for later package review but do not create an adapter or modify a mirror solely for this warning	T310-S8-P4-WARN-002705,T310-S8-P4-WARN-002706
T310-S8-P4-CLASS-001387	src/mvdm-host/softpc.new/base/cvidc/SEVID002.c	1289	C4456	declaration of 'returnValue' hides previous local declaration	x64,x86	SPC-CVIDC-GENERATED-DISPATCH	nonwidth-source-quality-not-current-blocker	not an x86/x64 compatibility diagnosis on its own; retain the source row for later package review but do not create an adapter or modify a mirror solely for this warning	T310-S8-P4-WARN-002707,T310-S8-P4-WARN-002712
T310-S8-P4-CLASS-001388	src/mvdm-host/softpc.new/base/cvidc/SEVID002.c	1289	C4457	declaration of 'v1' hides function parameter	x64,x86	SPC-CVIDC-GENERATED-DISPATCH	nonwidth-source-quality-not-current-blocker	not an x86/x64 compatibility diagnosis on its own; retain the source row for later package review but do not create an adapter or modify a mirror solely for this warning	T310-S8-P4-WARN-002708,T310-S8-P4-WARN-002713
T310-S8-P4-CLASS-001389	src/mvdm-host/softpc.new/base/cvidc/SEVID002.c	1289	C4457	declaration of 'v2' hides function parameter	x64,x86	SPC-CVIDC-GENERATED-DISPATCH	nonwidth-source-quality-not-current-blocker	not an x86/x64 compatibility diagnosis on its own; retain the source row for later package review but do not create an adapter or modify a mirror solely for this warning	T310-S8-P4-WARN-002709,T310-S8-P4-WARN-002714
T310-S8-P4-CLASS-001390	src/mvdm-host/softpc.new/base/cvidc/SEVID002.c	1289	C4457	declaration of 'v3' hides function parameter	x64,x86	SPC-CVIDC-GENERATED-DISPATCH	nonwidth-source-quality-not-current-blocker	not an x86/x64 compatibility diagnosis on its own; retain the source row for later package review but do not create an adapter or modify a mirror solely for this warning	T310-S8-P4-WARN-002710,T310-S8-P4-WARN-002715
T310-S8-P4-CLASS-001391	src/mvdm-host/softpc.new/base/cvidc/SEVID002.c	1289	C4457	declaration of 'v4' hides function parameter	x64,x86	SPC-CVIDC-GENERATED-DISPATCH	nonwidth-source-quality-not-current-blocker	not an x86/x64 compatibility diagnosis on its own; retain the source row for later package review but do not create an adapter or modify a mirror solely for this warning	T310-S8-P4-WARN-002711,T310-S8-P4-WARN-002716
T310-S8-P4-CLASS-001392	src/mvdm-host/softpc.new/base/cvidc/SEVID002.c	1302	C4245	'=': conversion from 'IS32' to 'IU32', signed/unsigned mismatch	x64,x86	SPC-CVIDC-GENERATED-DISPATCH	nonwidth-source-quality-not-current-blocker	not an x86/x64 compatibility diagnosis on its own; retain the source row for later package review but do not create an adapter or modify a mirror solely for this warning	T310-S8-P4-WARN-002717,T310-S8-P4-WARN-002718
T310-S8-P4-CLASS-001393	src/mvdm-host/softpc.new/base/cvidc/SEVID002.c	1307	C4456	declaration of 'returnValue' hides previous local declaration	x64,x86	SPC-CVIDC-GENERATED-DISPATCH	nonwidth-source-quality-not-current-blocker	not an x86/x64 compatibility diagnosis on its own; retain the source row for later package review but do not create an adapter or modify a mirror solely for this warning	T310-S8-P4-WARN-002719,T310-S8-P4-WARN-002724
T310-S8-P4-CLASS-001394	src/mvdm-host/softpc.new/base/cvidc/SEVID002.c	1307	C4457	declaration of 'v1' hides function parameter	x64,x86	SPC-CVIDC-GENERATED-DISPATCH	nonwidth-source-quality-not-current-blocker	not an x86/x64 compatibility diagnosis on its own; retain the source row for later package review but do not create an adapter or modify a mirror solely for this warning	T310-S8-P4-WARN-002720,T310-S8-P4-WARN-002725
T310-S8-P4-CLASS-001395	src/mvdm-host/softpc.new/base/cvidc/SEVID002.c	1307	C4457	declaration of 'v2' hides function parameter	x64,x86	SPC-CVIDC-GENERATED-DISPATCH	nonwidth-source-quality-not-current-blocker	not an x86/x64 compatibility diagnosis on its own; retain the source row for later package review but do not create an adapter or modify a mirror solely for this warning	T310-S8-P4-WARN-002721,T310-S8-P4-WARN-002726
T310-S8-P4-CLASS-001396	src/mvdm-host/softpc.new/base/cvidc/SEVID002.c	1307	C4457	declaration of 'v3' hides function parameter	x64,x86	SPC-CVIDC-GENERATED-DISPATCH	nonwidth-source-quality-not-current-blocker	not an x86/x64 compatibility diagnosis on its own; retain the source row for later package review but do not create an adapter or modify a mirror solely for this warning	T310-S8-P4-WARN-002722,T310-S8-P4-WARN-002727
T310-S8-P4-CLASS-001397	src/mvdm-host/softpc.new/base/cvidc/SEVID002.c	1307	C4457	declaration of 'v4' hides function parameter	x64,x86	SPC-CVIDC-GENERATED-DISPATCH	nonwidth-source-quality-not-current-blocker	not an x86/x64 compatibility diagnosis on its own; retain the source row for later package review but do not create an adapter or modify a mirror solely for this warning	T310-S8-P4-WARN-002723,T310-S8-P4-WARN-002728
T310-S8-P4-CLASS-001398	src/mvdm-host/softpc.new/base/cvidc/SEVID002.c	1312	C4456	declaration of 'returnValue' hides previous local declaration	x64,x86	SPC-CVIDC-GENERATED-DISPATCH	nonwidth-source-quality-not-current-blocker	not an x86/x64 compatibility diagnosis on its own; retain the source row for later package review but do not create an adapter or modify a mirror solely for this warning	T310-S8-P4-WARN-002729,T310-S8-P4-WARN-002734
T310-S8-P4-CLASS-001399	src/mvdm-host/softpc.new/base/cvidc/SEVID002.c	1312	C4457	declaration of 'v1' hides function parameter	x64,x86	SPC-CVIDC-GENERATED-DISPATCH	nonwidth-source-quality-not-current-blocker	not an x86/x64 compatibility diagnosis on its own; retain the source row for later package review but do not create an adapter or modify a mirror solely for this warning	T310-S8-P4-WARN-002730,T310-S8-P4-WARN-002735
T310-S8-P4-CLASS-001400	src/mvdm-host/softpc.new/base/cvidc/SEVID002.c	1312	C4457	declaration of 'v2' hides function parameter	x64,x86	SPC-CVIDC-GENERATED-DISPATCH	nonwidth-source-quality-not-current-blocker	not an x86/x64 compatibility diagnosis on its own; retain the source row for later package review but do not create an adapter or modify a mirror solely for this warning	T310-S8-P4-WARN-002731,T310-S8-P4-WARN-002736
T310-S8-P4-CLASS-001401	src/mvdm-host/softpc.new/base/cvidc/SEVID002.c	1312	C4457	declaration of 'v3' hides function parameter	x64,x86	SPC-CVIDC-GENERATED-DISPATCH	nonwidth-source-quality-not-current-blocker	not an x86/x64 compatibility diagnosis on its own; retain the source row for later package review but do not create an adapter or modify a mirror solely for this warning	T310-S8-P4-WARN-002732,T310-S8-P4-WARN-002737
T310-S8-P4-CLASS-001402	src/mvdm-host/softpc.new/base/cvidc/SEVID002.c	1312	C4457	declaration of 'v4' hides function parameter	x64,x86	SPC-CVIDC-GENERATED-DISPATCH	nonwidth-source-quality-not-current-blocker	not an x86/x64 compatibility diagnosis on its own; retain the source row for later package review but do not create an adapter or modify a mirror solely for this warning	T310-S8-P4-WARN-002733,T310-S8-P4-WARN-002738
T310-S8-P4-CLASS-001403	src/mvdm-host/softpc.new/base/cvidc/SEVID002.c	1320	C4456	declaration of 'returnValue' hides previous local declaration	x64,x86	SPC-CVIDC-GENERATED-DISPATCH	nonwidth-source-quality-not-current-blocker	not an x86/x64 compatibility diagnosis on its own; retain the source row for later package review but do not create an adapter or modify a mirror solely for this warning	T310-S8-P4-WARN-002739,T310-S8-P4-WARN-002744
T310-S8-P4-CLASS-001404	src/mvdm-host/softpc.new/base/cvidc/SEVID002.c	1320	C4457	declaration of 'v1' hides function parameter	x64,x86	SPC-CVIDC-GENERATED-DISPATCH	nonwidth-source-quality-not-current-blocker	not an x86/x64 compatibility diagnosis on its own; retain the source row for later package review but do not create an adapter or modify a mirror solely for this warning	T310-S8-P4-WARN-002740,T310-S8-P4-WARN-002745
T310-S8-P4-CLASS-001405	src/mvdm-host/softpc.new/base/cvidc/SEVID002.c	1320	C4457	declaration of 'v2' hides function parameter	x64,x86	SPC-CVIDC-GENERATED-DISPATCH	nonwidth-source-quality-not-current-blocker	not an x86/x64 compatibility diagnosis on its own; retain the source row for later package review but do not create an adapter or modify a mirror solely for this warning	T310-S8-P4-WARN-002741,T310-S8-P4-WARN-002746
T310-S8-P4-CLASS-001406	src/mvdm-host/softpc.new/base/cvidc/SEVID002.c	1320	C4457	declaration of 'v3' hides function parameter	x64,x86	SPC-CVIDC-GENERATED-DISPATCH	nonwidth-source-quality-not-current-blocker	not an x86/x64 compatibility diagnosis on its own; retain the source row for later package review but do not create an adapter or modify a mirror solely for this warning	T310-S8-P4-WARN-002742,T310-S8-P4-WARN-002747
T310-S8-P4-CLASS-001407	src/mvdm-host/softpc.new/base/cvidc/SEVID002.c	1320	C4457	declaration of 'v4' hides function parameter	x64,x86	SPC-CVIDC-GENERATED-DISPATCH	nonwidth-source-quality-not-current-blocker	not an x86/x64 compatibility diagnosis on its own; retain the source row for later package review but do not create an adapter or modify a mirror solely for this warning	T310-S8-P4-WARN-002743,T310-S8-P4-WARN-002748
T310-S8-P4-CLASS-001408	src/mvdm-host/softpc.new/base/cvidc/SEVID002.c	1339	C4456	declaration of 'returnValue' hides previous local declaration	x64,x86	SPC-CVIDC-GENERATED-DISPATCH	nonwidth-source-quality-not-current-blocker	not an x86/x64 compatibility diagnosis on its own; retain the source row for later package review but do not create an adapter or modify a mirror solely for this warning	T310-S8-P4-WARN-002749,T310-S8-P4-WARN-002754
T310-S8-P4-CLASS-001409	src/mvdm-host/softpc.new/base/cvidc/SEVID002.c	1339	C4457	declaration of 'v1' hides function parameter	x64,x86	SPC-CVIDC-GENERATED-DISPATCH	nonwidth-source-quality-not-current-blocker	not an x86/x64 compatibility diagnosis on its own; retain the source row for later package review but do not create an adapter or modify a mirror solely for this warning	T310-S8-P4-WARN-002750,T310-S8-P4-WARN-002755
T310-S8-P4-CLASS-001410	src/mvdm-host/softpc.new/base/cvidc/SEVID002.c	1339	C4457	declaration of 'v2' hides function parameter	x64,x86	SPC-CVIDC-GENERATED-DISPATCH	nonwidth-source-quality-not-current-blocker	not an x86/x64 compatibility diagnosis on its own; retain the source row for later package review but do not create an adapter or modify a mirror solely for this warning	T310-S8-P4-WARN-002751,T310-S8-P4-WARN-002756
T310-S8-P4-CLASS-001411	src/mvdm-host/softpc.new/base/cvidc/SEVID002.c	1339	C4457	declaration of 'v3' hides function parameter	x64,x86	SPC-CVIDC-GENERATED-DISPATCH	nonwidth-source-quality-not-current-blocker	not an x86/x64 compatibility diagnosis on its own; retain the source row for later package review but do not create an adapter or modify a mirror solely for this warning	T310-S8-P4-WARN-002752,T310-S8-P4-WARN-002757
T310-S8-P4-CLASS-001412	src/mvdm-host/softpc.new/base/cvidc/SEVID002.c	1339	C4457	declaration of 'v4' hides function parameter	x64,x86	SPC-CVIDC-GENERATED-DISPATCH	nonwidth-source-quality-not-current-blocker	not an x86/x64 compatibility diagnosis on its own; retain the source row for later package review but do not create an adapter or modify a mirror solely for this warning	T310-S8-P4-WARN-002753,T310-S8-P4-WARN-002758
T310-S8-P4-CLASS-001413	src/mvdm-host/softpc.new/base/cvidc/SEVID002.c	1344	C4102	'L28_7if_d': unreferenced label	x64,x86	SPC-CVIDC-GENERATED-DISPATCH	nonwidth-source-quality-not-current-blocker	not an x86/x64 compatibility diagnosis on its own; retain the source row for later package review but do not create an adapter or modify a mirror solely for this warning	T310-S8-P4-WARN-002759,T310-S8-P4-WARN-002760
T310-S8-P4-CLASS-001414	src/mvdm-host/softpc.new/base/cvidc/SEVID002.c	1357	C4102	'S_2155_CopyBytePlnByPlnUnchained_00000000_0000000e_00000001_00000000': unreferenced label	x64,x86	SPC-CVIDC-GENERATED-DISPATCH	nonwidth-source-quality-not-current-blocker	not an x86/x64 compatibility diagnosis on its own; retain the source row for later package review but do not create an adapter or modify a mirror solely for this warning	T310-S8-P4-WARN-002761,T310-S8-P4-WARN-002762
T310-S8-P4-CLASS-001415	src/mvdm-host/softpc.new/base/cvidc/SEVID002.c	1361	C4127	conditional expression is constant	x64,x86	SPC-CVIDC-GENERATED-DISPATCH	nonwidth-source-quality-not-current-blocker	not an x86/x64 compatibility diagnosis on its own; retain the source row for later package review but do not create an adapter or modify a mirror solely for this warning	T310-S8-P4-WARN-002763,T310-S8-P4-WARN-002764
T310-S8-P4-CLASS-001416	src/mvdm-host/softpc.new/base/cvidc/SEVID002.c	1362	C4127	conditional expression is constant	x64,x86	SPC-CVIDC-GENERATED-DISPATCH	nonwidth-source-quality-not-current-blocker	not an x86/x64 compatibility diagnosis on its own; retain the source row for later package review but do not create an adapter or modify a mirror solely for this warning	T310-S8-P4-WARN-002765,T310-S8-P4-WARN-002766
T310-S8-P4-CLASS-001417	src/mvdm-host/softpc.new/base/cvidc/SEVID002.c	1365	C4245	'=': conversion from 'IS32' to 'IUH', signed/unsigned mismatch	x64,x86	SPC-CVIDC-GENERATED-DISPATCH	nonwidth-source-quality-not-current-blocker	not an x86/x64 compatibility diagnosis on its own; retain the source row for later package review but do not create an adapter or modify a mirror solely for this warning	T310-S8-P4-WARN-002767,T310-S8-P4-WARN-002768
T310-S8-P4-CLASS-001418	src/mvdm-host/softpc.new/base/cvidc/SEVID002.c	1392	C4456	declaration of 'returnValue' hides previous local declaration	x64,x86	SPC-CVIDC-GENERATED-DISPATCH	nonwidth-source-quality-not-current-blocker	not an x86/x64 compatibility diagnosis on its own; retain the source row for later package review but do not create an adapter or modify a mirror solely for this warning	T310-S8-P4-WARN-002769,T310-S8-P4-WARN-002774
T310-S8-P4-CLASS-001419	src/mvdm-host/softpc.new/base/cvidc/SEVID002.c	1392	C4457	declaration of 'v1' hides function parameter	x64,x86	SPC-CVIDC-GENERATED-DISPATCH	nonwidth-source-quality-not-current-blocker	not an x86/x64 compatibility diagnosis on its own; retain the source row for later package review but do not create an adapter or modify a mirror solely for this warning	T310-S8-P4-WARN-002770,T310-S8-P4-WARN-002775
T310-S8-P4-CLASS-001420	src/mvdm-host/softpc.new/base/cvidc/SEVID002.c	1392	C4457	declaration of 'v2' hides function parameter	x64,x86	SPC-CVIDC-GENERATED-DISPATCH	nonwidth-source-quality-not-current-blocker	not an x86/x64 compatibility diagnosis on its own; retain the source row for later package review but do not create an adapter or modify a mirror solely for this warning	T310-S8-P4-WARN-002771,T310-S8-P4-WARN-002776
T310-S8-P4-CLASS-001421	src/mvdm-host/softpc.new/base/cvidc/SEVID002.c	1392	C4457	declaration of 'v3' hides function parameter	x64,x86	SPC-CVIDC-GENERATED-DISPATCH	nonwidth-source-quality-not-current-blocker	not an x86/x64 compatibility diagnosis on its own; retain the source row for later package review but do not create an adapter or modify a mirror solely for this warning	T310-S8-P4-WARN-002772,T310-S8-P4-WARN-002777
T310-S8-P4-CLASS-001422	src/mvdm-host/softpc.new/base/cvidc/SEVID002.c	1392	C4457	declaration of 'v4' hides function parameter	x64,x86	SPC-CVIDC-GENERATED-DISPATCH	nonwidth-source-quality-not-current-blocker	not an x86/x64 compatibility diagnosis on its own; retain the source row for later package review but do not create an adapter or modify a mirror solely for this warning	T310-S8-P4-WARN-002773,T310-S8-P4-WARN-002778
T310-S8-P4-CLASS-001423	src/mvdm-host/softpc.new/base/cvidc/SEVID002.c	1415	C4456	declaration of 'returnValue' hides previous local declaration	x64,x86	SPC-CVIDC-GENERATED-DISPATCH	nonwidth-source-quality-not-current-blocker	not an x86/x64 compatibility diagnosis on its own; retain the source row for later package review but do not create an adapter or modify a mirror solely for this warning	T310-S8-P4-WARN-002779,T310-S8-P4-WARN-002784
T310-S8-P4-CLASS-001424	src/mvdm-host/softpc.new/base/cvidc/SEVID002.c	1415	C4457	declaration of 'v1' hides function parameter	x64,x86	SPC-CVIDC-GENERATED-DISPATCH	nonwidth-source-quality-not-current-blocker	not an x86/x64 compatibility diagnosis on its own; retain the source row for later package review but do not create an adapter or modify a mirror solely for this warning	T310-S8-P4-WARN-002780,T310-S8-P4-WARN-002785
T310-S8-P4-CLASS-001425	src/mvdm-host/softpc.new/base/cvidc/SEVID002.c	1415	C4457	declaration of 'v2' hides function parameter	x64,x86	SPC-CVIDC-GENERATED-DISPATCH	nonwidth-source-quality-not-current-blocker	not an x86/x64 compatibility diagnosis on its own; retain the source row for later package review but do not create an adapter or modify a mirror solely for this warning	T310-S8-P4-WARN-002781,T310-S8-P4-WARN-002786
T310-S8-P4-CLASS-001426	src/mvdm-host/softpc.new/base/cvidc/SEVID002.c	1415	C4457	declaration of 'v3' hides function parameter	x64,x86	SPC-CVIDC-GENERATED-DISPATCH	nonwidth-source-quality-not-current-blocker	not an x86/x64 compatibility diagnosis on its own; retain the source row for later package review but do not create an adapter or modify a mirror solely for this warning	T310-S8-P4-WARN-002782,T310-S8-P4-WARN-002787
T310-S8-P4-CLASS-001427	src/mvdm-host/softpc.new/base/cvidc/SEVID002.c	1415	C4457	declaration of 'v4' hides function parameter	x64,x86	SPC-CVIDC-GENERATED-DISPATCH	nonwidth-source-quality-not-current-blocker	not an x86/x64 compatibility diagnosis on its own; retain the source row for later package review but do not create an adapter or modify a mirror solely for this warning	T310-S8-P4-WARN-002783,T310-S8-P4-WARN-002788
T310-S8-P4-CLASS-001428	src/mvdm-host/softpc.new/base/cvidc/SEVID002.c	1438	C4456	declaration of 'returnValue' hides previous local declaration	x64,x86	SPC-CVIDC-GENERATED-DISPATCH	nonwidth-source-quality-not-current-blocker	not an x86/x64 compatibility diagnosis on its own; retain the source row for later package review but do not create an adapter or modify a mirror solely for this warning	T310-S8-P4-WARN-002789,T310-S8-P4-WARN-002794
T310-S8-P4-CLASS-001429	src/mvdm-host/softpc.new/base/cvidc/SEVID002.c	1438	C4457	declaration of 'v1' hides function parameter	x64,x86	SPC-CVIDC-GENERATED-DISPATCH	nonwidth-source-quality-not-current-blocker	not an x86/x64 compatibility diagnosis on its own; retain the source row for later package review but do not create an adapter or modify a mirror solely for this warning	T310-S8-P4-WARN-002790,T310-S8-P4-WARN-002795
T310-S8-P4-CLASS-001430	src/mvdm-host/softpc.new/base/cvidc/SEVID002.c	1438	C4457	declaration of 'v2' hides function parameter	x64,x86	SPC-CVIDC-GENERATED-DISPATCH	nonwidth-source-quality-not-current-blocker	not an x86/x64 compatibility diagnosis on its own; retain the source row for later package review but do not create an adapter or modify a mirror solely for this warning	T310-S8-P4-WARN-002791,T310-S8-P4-WARN-002796
T310-S8-P4-CLASS-001431	src/mvdm-host/softpc.new/base/cvidc/SEVID002.c	1438	C4457	declaration of 'v3' hides function parameter	x64,x86	SPC-CVIDC-GENERATED-DISPATCH	nonwidth-source-quality-not-current-blocker	not an x86/x64 compatibility diagnosis on its own; retain the source row for later package review but do not create an adapter or modify a mirror solely for this warning	T310-S8-P4-WARN-002792,T310-S8-P4-WARN-002797
T310-S8-P4-CLASS-001432	src/mvdm-host/softpc.new/base/cvidc/SEVID002.c	1438	C4457	declaration of 'v4' hides function parameter	x64,x86	SPC-CVIDC-GENERATED-DISPATCH	nonwidth-source-quality-not-current-blocker	not an x86/x64 compatibility diagnosis on its own; retain the source row for later package review but do not create an adapter or modify a mirror solely for this warning	T310-S8-P4-WARN-002793,T310-S8-P4-WARN-002798
T310-S8-P4-CLASS-001433	src/mvdm-host/softpc.new/base/cvidc/SEVID002.c	1461	C4456	declaration of 'returnValue' hides previous local declaration	x64,x86	SPC-CVIDC-GENERATED-DISPATCH	nonwidth-source-quality-not-current-blocker	not an x86/x64 compatibility diagnosis on its own; retain the source row for later package review but do not create an adapter or modify a mirror solely for this warning	T310-S8-P4-WARN-002799,T310-S8-P4-WARN-002804
T310-S8-P4-CLASS-001434	src/mvdm-host/softpc.new/base/cvidc/SEVID002.c	1461	C4457	declaration of 'v1' hides function parameter	x64,x86	SPC-CVIDC-GENERATED-DISPATCH	nonwidth-source-quality-not-current-blocker	not an x86/x64 compatibility diagnosis on its own; retain the source row for later package review but do not create an adapter or modify a mirror solely for this warning	T310-S8-P4-WARN-002800,T310-S8-P4-WARN-002805
T310-S8-P4-CLASS-001435	src/mvdm-host/softpc.new/base/cvidc/SEVID002.c	1461	C4457	declaration of 'v2' hides function parameter	x64,x86	SPC-CVIDC-GENERATED-DISPATCH	nonwidth-source-quality-not-current-blocker	not an x86/x64 compatibility diagnosis on its own; retain the source row for later package review but do not create an adapter or modify a mirror solely for this warning	T310-S8-P4-WARN-002801,T310-S8-P4-WARN-002806
T310-S8-P4-CLASS-001436	src/mvdm-host/softpc.new/base/cvidc/SEVID002.c	1461	C4457	declaration of 'v3' hides function parameter	x64,x86	SPC-CVIDC-GENERATED-DISPATCH	nonwidth-source-quality-not-current-blocker	not an x86/x64 compatibility diagnosis on its own; retain the source row for later package review but do not create an adapter or modify a mirror solely for this warning	T310-S8-P4-WARN-002802,T310-S8-P4-WARN-002807
T310-S8-P4-CLASS-001437	src/mvdm-host/softpc.new/base/cvidc/SEVID002.c	1461	C4457	declaration of 'v4' hides function parameter	x64,x86	SPC-CVIDC-GENERATED-DISPATCH	nonwidth-source-quality-not-current-blocker	not an x86/x64 compatibility diagnosis on its own; retain the source row for later package review but do not create an adapter or modify a mirror solely for this warning	T310-S8-P4-WARN-002803,T310-S8-P4-WARN-002808
T310-S8-P4-CLASS-001438	src/mvdm-host/softpc.new/base/cvidc/SEVID002.c	1479	C4102	'S_2156_CopyByte1PlaneUnchained_00000000_0000000e_00000001_00000000': unreferenced label	x64,x86	SPC-CVIDC-GENERATED-DISPATCH	nonwidth-source-quality-not-current-blocker	not an x86/x64 compatibility diagnosis on its own; retain the source row for later package review but do not create an adapter or modify a mirror solely for this warning	T310-S8-P4-WARN-002809,T310-S8-P4-WARN-002810
T310-S8-P4-CLASS-001439	src/mvdm-host/softpc.new/base/cvidc/SEVID002.c	1483	C4127	conditional expression is constant	x64,x86	SPC-CVIDC-GENERATED-DISPATCH	nonwidth-source-quality-not-current-blocker	not an x86/x64 compatibility diagnosis on its own; retain the source row for later package review but do not create an adapter or modify a mirror solely for this warning	T310-S8-P4-WARN-002811,T310-S8-P4-WARN-002812
T310-S8-P4-CLASS-001440	src/mvdm-host/softpc.new/base/cvidc/SEVID002.c	1484	C4127	conditional expression is constant	x64,x86	SPC-CVIDC-GENERATED-DISPATCH	nonwidth-source-quality-not-current-blocker	not an x86/x64 compatibility diagnosis on its own; retain the source row for later package review but do not create an adapter or modify a mirror solely for this warning	T310-S8-P4-WARN-002813,T310-S8-P4-WARN-002814
T310-S8-P4-CLASS-001441	src/mvdm-host/softpc.new/base/cvidc/SEVID002.c	1487	C4245	'=': conversion from 'IS32' to 'IUH', signed/unsigned mismatch	x64,x86	SPC-CVIDC-GENERATED-DISPATCH	nonwidth-source-quality-not-current-blocker	not an x86/x64 compatibility diagnosis on its own; retain the source row for later package review but do not create an adapter or modify a mirror solely for this warning	T310-S8-P4-WARN-002815,T310-S8-P4-WARN-002816
T310-S8-P4-CLASS-001442	src/mvdm-host/softpc.new/base/cvidc/SEVID002.c	1554	C4456	declaration of 'returnValue' hides previous local declaration	x64,x86	SPC-CVIDC-GENERATED-DISPATCH	nonwidth-source-quality-not-current-blocker	not an x86/x64 compatibility diagnosis on its own; retain the source row for later package review but do not create an adapter or modify a mirror solely for this warning	T310-S8-P4-WARN-002817,T310-S8-P4-WARN-002822
T310-S8-P4-CLASS-001443	src/mvdm-host/softpc.new/base/cvidc/SEVID002.c	1554	C4457	declaration of 'v1' hides function parameter	x64,x86	SPC-CVIDC-GENERATED-DISPATCH	nonwidth-source-quality-not-current-blocker	not an x86/x64 compatibility diagnosis on its own; retain the source row for later package review but do not create an adapter or modify a mirror solely for this warning	T310-S8-P4-WARN-002818,T310-S8-P4-WARN-002823
T310-S8-P4-CLASS-001444	src/mvdm-host/softpc.new/base/cvidc/SEVID002.c	1554	C4457	declaration of 'v2' hides function parameter	x64,x86	SPC-CVIDC-GENERATED-DISPATCH	nonwidth-source-quality-not-current-blocker	not an x86/x64 compatibility diagnosis on its own; retain the source row for later package review but do not create an adapter or modify a mirror solely for this warning	T310-S8-P4-WARN-002819,T310-S8-P4-WARN-002824
T310-S8-P4-CLASS-001445	src/mvdm-host/softpc.new/base/cvidc/SEVID002.c	1554	C4457	declaration of 'v3' hides function parameter	x64,x86	SPC-CVIDC-GENERATED-DISPATCH	nonwidth-source-quality-not-current-blocker	not an x86/x64 compatibility diagnosis on its own; retain the source row for later package review but do not create an adapter or modify a mirror solely for this warning	T310-S8-P4-WARN-002820,T310-S8-P4-WARN-002825
