"interface_id"	"row_kind"	"caller_file_id"	"caller_path"	"caller_package"	"source_line"	"symbol"	"declaration_path"	"declaration_package"	"correlation"	"reachability_state"	"owner_state"	"abi_state"	"failure_state"	"evidence"
"MVDM-DECL-01641"	"lexical-declaration-candidate"	""	""	""	"452"	"IPT4"	"softpc.new/base/cvidc/evidfunc.h"	"softpc.new"	"declaration-only"	"lexical-candidate-not-source-reached"	"unassigned-pending-source-reachability"	"unreviewed"	"unreviewed"	"m0-t276-s3-textual-declaration-ledger.tsv:MVDM-DECL-01641"
"MVDM-DECL-01642"	"lexical-declaration-candidate"	""	""	""	"453"	"IPT4"	"softpc.new/base/cvidc/evidfunc.h"	"softpc.new"	"declaration-only"	"lexical-candidate-not-source-reached"	"unassigned-pending-source-reachability"	"unreviewed"	"unreviewed"	"m0-t276-s3-textual-declaration-ledger.tsv:MVDM-DECL-01642"
"MVDM-DECL-01643"	"lexical-declaration-candidate"	""	""	""	"454"	"IPT4"	"softpc.new/base/cvidc/evidfunc.h"	"softpc.new"	"declaration-only"	"lexical-candidate-not-source-reached"	"unassigned-pending-source-reachability"	"unreviewed"	"unreviewed"	"m0-t276-s3-textual-declaration-ledger.tsv:MVDM-DECL-01643"
"MVDM-DECL-01644"	"lexical-declaration-candidate"	""	""	""	"455"	"IPT4"	"softpc.new/base/cvidc/evidfunc.h"	"softpc.new"	"declaration-only"	"lexical-candidate-not-source-reached"	"unassigned-pending-source-reachability"	"unreviewed"	"unreviewed"	"m0-t276-s3-textual-declaration-ledger.tsv:MVDM-DECL-01644"
"MVDM-DECL-01645"	"lexical-declaration-candidate"	""	""	""	"456"	"IPT4"	"softpc.new/base/cvidc/evidfunc.h"	"softpc.new"	"declaration-only"	"lexical-candidate-not-source-reached"	"unassigned-pending-source-reachability"	"unreviewed"	"unreviewed"	"m0-t276-s3-textual-declaration-ledger.tsv:MVDM-DECL-01645"
"MVDM-DECL-01646"	"lexical-declaration-candidate"	""	""	""	"457"	"IPT2"	"softpc.new/base/cvidc/evidfunc.h"	"softpc.new"	"declaration-only"	"lexical-candidate-not-source-reached"	"unassigned-pending-source-reachability"	"unreviewed"	"unreviewed"	"m0-t276-s3-textual-declaration-ledger.tsv:MVDM-DECL-01646"
"MVDM-DECL-01647"	"lexical-declaration-candidate"	""	""	""	"458"	"IPT2"	"softpc.new/base/cvidc/evidfunc.h"	"softpc.new"	"declaration-only"	"lexical-candidate-not-source-reached"	"unassigned-pending-source-reachability"	"unreviewed"	"unreviewed"	"m0-t276-s3-textual-declaration-ledger.tsv:MVDM-DECL-01647"
"MVDM-DECL-01648"	"lexical-declaration-candidate"	""	""	""	"459"	"IPT2"	"softpc.new/base/cvidc/evidfunc.h"	"softpc.new"	"declaration-only"	"lexical-candidate-not-source-reached"	"unassigned-pending-source-reachability"	"unreviewed"	"unreviewed"	"m0-t276-s3-textual-declaration-ledger.tsv:MVDM-DECL-01648"
"MVDM-DECL-01649"	"lexical-declaration-candidate"	""	""	""	"460"	"IPT3"	"softpc.new/base/cvidc/evidfunc.h"	"softpc.new"	"declaration-only"	"lexical-candidate-not-source-reached"	"unassigned-pending-source-reachability"	"unreviewed"	"unreviewed"	"m0-t276-s3-textual-declaration-ledger.tsv:MVDM-DECL-01649"
"MVDM-DECL-01650"	"lexical-declaration-candidate"	""	""	""	"461"	"IPT3"	"softpc.new/base/cvidc/evidfunc.h"	"softpc.new"	"declaration-only"	"lexical-candidate-not-source-reached"	"unassigned-pending-source-reachability"	"unreviewed"	"unreviewed"	"m0-t276-s3-textual-declaration-ledger.tsv:MVDM-DECL-01650"
"MVDM-DECL-01651"	"lexical-declaration-candidate"	""	""	""	"462"	"IPT3"	"softpc.new/base/cvidc/evidfunc.h"	"softpc.new"	"declaration-only"	"lexical-candidate-not-source-reached"	"unassigned-pending-source-reachability"	"unreviewed"	"unreviewed"	"m0-t276-s3-textual-declaration-ledger.tsv:MVDM-DECL-01651"
"MVDM-DECL-01652"	"lexical-declaration-candidate"	""	""	""	"463"	"IPT4"	"softpc.new/base/cvidc/evidfunc.h"	"softpc.new"	"declaration-only"	"lexical-candidate-not-source-reached"	"unassigned-pending-source-reachability"	"unreviewed"	"unreviewed"	"m0-t276-s3-textual-declaration-ledger.tsv:MVDM-DECL-01652"
"MVDM-DECL-01653"	"lexical-declaration-candidate"	""	""	""	"464"	"IPT4"	"softpc.new/base/cvidc/evidfunc.h"	"softpc.new"	"declaration-only"	"lexical-candidate-not-source-reached"	"unassigned-pending-source-reachability"	"unreviewed"	"unreviewed"	"m0-t276-s3-textual-declaration-ledger.tsv:MVDM-DECL-01653"
"MVDM-DECL-01654"	"lexical-declaration-candidate"	""	""	""	"465"	"IPT4"	"softpc.new/base/cvidc/evidfunc.h"	"softpc.new"	"declaration-only"	"lexical-candidate-not-source-reached"	"unassigned-pending-source-reachability"	"unreviewed"	"unreviewed"	"m0-t276-s3-textual-declaration-ledger.tsv:MVDM-DECL-01654"
"MVDM-DECL-01655"	"lexical-declaration-candidate"	""	""	""	"466"	"IPT4"	"softpc.new/base/cvidc/evidfunc.h"	"softpc.new"	"declaration-only"	"lexical-candidate-not-source-reached"	"unassigned-pending-source-reachability"	"unreviewed"	"unreviewed"	"m0-t276-s3-textual-declaration-ledger.tsv:MVDM-DECL-01655"
"MVDM-DECL-01656"	"lexical-declaration-candidate"	""	""	""	"467"	"IPT4"	"softpc.new/base/cvidc/evidfunc.h"	"softpc.new"	"declaration-only"	"lexical-candidate-not-source-reached"	"unassigned-pending-source-reachability"	"unreviewed"	"unreviewed"	"m0-t276-s3-textual-declaration-ledger.tsv:MVDM-DECL-01656"
"MVDM-DECL-01657"	"lexical-declaration-candidate"	""	""	""	"468"	"IPT4"	"softpc.new/base/cvidc/evidfunc.h"	"softpc.new"	"declaration-only"	"lexical-candidate-not-source-reached"	"unassigned-pending-source-reachability"	"unreviewed"	"unreviewed"	"m0-t276-s3-textual-declaration-ledger.tsv:MVDM-DECL-01657"
"MVDM-DECL-01658"	"lexical-declaration-candidate"	""	""	""	"469"	"IPT2"	"softpc.new/base/cvidc/evidfunc.h"	"softpc.new"	"declaration-only"	"lexical-candidate-not-source-reached"	"unassigned-pending-source-reachability"	"unreviewed"	"unreviewed"	"m0-t276-s3-textual-declaration-ledger.tsv:MVDM-DECL-01658"
"MVDM-DECL-01659"	"lexical-declaration-candidate"	""	""	""	"470"	"IPT2"	"softpc.new/base/cvidc/evidfunc.h"	"softpc.new"	"declaration-only"	"lexical-candidate-not-source-reached"	"unassigned-pending-source-reachability"	"unreviewed"	"unreviewed"	"m0-t276-s3-textual-declaration-ledger.tsv:MVDM-DECL-01659"
"MVDM-DECL-01660"	"lexical-declaration-candidate"	""	""	""	"471"	"IPT2"	"softpc.new/base/cvidc/evidfunc.h"	"softpc.new"	"declaration-only"	"lexical-candidate-not-source-reached"	"unassigned-pending-source-reachability"	"unreviewed"	"unreviewed"	"m0-t276-s3-textual-declaration-ledger.tsv:MVDM-DECL-01660"
"MVDM-DECL-01661"	"lexical-declaration-candidate"	""	""	""	"472"	"IPT3"	"softpc.new/base/cvidc/evidfunc.h"	"softpc.new"	"declaration-only"	"lexical-candidate-not-source-reached"	"unassigned-pending-source-reachability"	"unreviewed"	"unreviewed"	"m0-t276-s3-textual-declaration-ledger.tsv:MVDM-DECL-01661"
"MVDM-DECL-01662"	"lexical-declaration-candidate"	""	""	""	"473"	"IPT3"	"softpc.new/base/cvidc/evidfunc.h"	"softpc.new"	"declaration-only"	"lexical-candidate-not-source-reached"	"unassigned-pending-source-reachability"	"unreviewed"	"unreviewed"	"m0-t276-s3-textual-declaration-ledger.tsv:MVDM-DECL-01662"
"MVDM-DECL-01663"	"lexical-declaration-candidate"	""	""	""	"474"	"IPT3"	"softpc.new/base/cvidc/evidfunc.h"	"softpc.new"	"declaration-only"	"lexical-candidate-not-source-reached"	"unassigned-pending-source-reachability"	"unreviewed"	"unreviewed"	"m0-t276-s3-textual-declaration-ledger.tsv:MVDM-DECL-01663"
"MVDM-DECL-01664"	"lexical-declaration-candidate"	""	""	""	"475"	"IPT4"	"softpc.new/base/cvidc/evidfunc.h"	"softpc.new"	"declaration-only"	"lexical-candidate-not-source-reached"	"unassigned-pending-source-reachability"	"unreviewed"	"unreviewed"	"m0-t276-s3-textual-declaration-ledger.tsv:MVDM-DECL-01664"
"MVDM-DECL-01665"	"lexical-declaration-candidate"	""	""	""	"476"	"IPT4"	"softpc.new/base/cvidc/evidfunc.h"	"softpc.new"	"declaration-only"	"lexical-candidate-not-source-reached"	"unassigned-pending-source-reachability"	"unreviewed"	"unreviewed"	"m0-t276-s3-textual-declaration-ledger.tsv:MVDM-DECL-01665"
"MVDM-DECL-01666"	"lexical-declaration-candidate"	""	""	""	"477"	"IPT4"	"softpc.new/base/cvidc/evidfunc.h"	"softpc.new"	"declaration-only"	"lexical-candidate-not-source-reached"	"unassigned-pending-source-reachability"	"unreviewed"	"unreviewed"	"m0-t276-s3-textual-declaration-ledger.tsv:MVDM-DECL-01666"
"MVDM-DECL-01667"	"lexical-declaration-candidate"	""	""	""	"478"	"IPT4"	"softpc.new/base/cvidc/evidfunc.h"	"softpc.new"	"declaration-only"	"lexical-candidate-not-source-reached"	"unassigned-pending-source-reachability"	"unreviewed"	"unreviewed"	"m0-t276-s3-textual-declaration-ledger.tsv:MVDM-DECL-01667"
"MVDM-DECL-01668"	"lexical-declaration-candidate"	""	""	""	"479"	"IPT4"	"softpc.new/base/cvidc/evidfunc.h"	"softpc.new"	"declaration-only"	"lexical-candidate-not-source-reached"	"unassigned-pending-source-reachability"	"unreviewed"	"unreviewed"	"m0-t276-s3-textual-declaration-ledger.tsv:MVDM-DECL-01668"
"MVDM-DECL-01669"	"lexical-declaration-candidate"	""	""	""	"480"	"IPT4"	"softpc.new/base/cvidc/evidfunc.h"	"softpc.new"	"declaration-only"	"lexical-candidate-not-source-reached"	"unassigned-pending-source-reachability"	"unreviewed"	"unreviewed"	"m0-t276-s3-textual-declaration-ledger.tsv:MVDM-DECL-01669"
"MVDM-DECL-01670"	"lexical-declaration-candidate"	""	""	""	"481"	"IPT2"	"softpc.new/base/cvidc/evidfunc.h"	"softpc.new"	"declaration-only"	"lexical-candidate-not-source-reached"	"unassigned-pending-source-reachability"	"unreviewed"	"unreviewed"	"m0-t276-s3-textual-declaration-ledger.tsv:MVDM-DECL-01670"
"MVDM-DECL-01671"	"lexical-declaration-candidate"	""	""	""	"482"	"IPT2"	"softpc.new/base/cvidc/evidfunc.h"	"softpc.new"	"declaration-only"	"lexical-candidate-not-source-reached"	"unassigned-pending-source-reachability"	"unreviewed"	"unreviewed"	"m0-t276-s3-textual-declaration-ledger.tsv:MVDM-DECL-01671"
"MVDM-DECL-01672"	"lexical-declaration-candidate"	""	""	""	"483"	"IPT2"	"softpc.new/base/cvidc/evidfunc.h"	"softpc.new"	"declaration-only"	"lexical-candidate-not-source-reached"	"unassigned-pending-source-reachability"	"unreviewed"	"unreviewed"	"m0-t276-s3-textual-declaration-ledger.tsv:MVDM-DECL-01672"
"MVDM-DECL-01673"	"lexical-declaration-candidate"	""	""	""	"484"	"IPT3"	"softpc.new/base/cvidc/evidfunc.h"	"softpc.new"	"declaration-only"	"lexical-candidate-not-source-reached"	"unassigned-pending-source-reachability"	"unreviewed"	"unreviewed"	"m0-t276-s3-textual-declaration-ledger.tsv:MVDM-DECL-01673"
"MVDM-DECL-01674"	"lexical-declaration-candidate"	""	""	""	"485"	"IPT3"	"softpc.new/base/cvidc/evidfunc.h"	"softpc.new"	"declaration-only"	"lexical-candidate-not-source-reached"	"unassigned-pending-source-reachability"	"unreviewed"	"unreviewed"	"m0-t276-s3-textual-declaration-ledger.tsv:MVDM-DECL-01674"
"MVDM-DECL-01675"	"lexical-declaration-candidate"	""	""	""	"486"	"IPT3"	"softpc.new/base/cvidc/evidfunc.h"	"softpc.new"	"declaration-only"	"lexical-candidate-not-source-reached"	"unassigned-pending-source-reachability"	"unreviewed"	"unreviewed"	"m0-t276-s3-textual-declaration-ledger.tsv:MVDM-DECL-01675"
"MVDM-DECL-01676"	"lexical-declaration-candidate"	""	""	""	"487"	"IPT4"	"softpc.new/base/cvidc/evidfunc.h"	"softpc.new"	"declaration-only"	"lexical-candidate-not-source-reached"	"unassigned-pending-source-reachability"	"unreviewed"	"unreviewed"	"m0-t276-s3-textual-declaration-ledger.tsv:MVDM-DECL-01676"
"MVDM-DECL-01677"	"lexical-declaration-candidate"	""	""	""	"488"	"IPT4"	"softpc.new/base/cvidc/evidfunc.h"	"softpc.new"	"declaration-only"	"lexical-candidate-not-source-reached"	"unassigned-pending-source-reachability"	"unreviewed"	"unreviewed"	"m0-t276-s3-textual-declaration-ledger.tsv:MVDM-DECL-01677"
"MVDM-DECL-01678"	"lexical-declaration-candidate"	""	""	""	"489"	"IPT4"	"softpc.new/base/cvidc/evidfunc.h"	"softpc.new"	"declaration-only"	"lexical-candidate-not-source-reached"	"unassigned-pending-source-reachability"	"unreviewed"	"unreviewed"	"m0-t276-s3-textual-declaration-ledger.tsv:MVDM-DECL-01678"
"MVDM-DECL-01679"	"lexical-declaration-candidate"	""	""	""	"490"	"IPT4"	"softpc.new/base/cvidc/evidfunc.h"	"softpc.new"	"declaration-only"	"lexical-candidate-not-source-reached"	"unassigned-pending-source-reachability"	"unreviewed"	"unreviewed"	"m0-t276-s3-textual-declaration-ledger.tsv:MVDM-DECL-01679"
"MVDM-DECL-01680"	"lexical-declaration-candidate"	""	""	""	"491"	"IPT4"	"softpc.new/base/cvidc/evidfunc.h"	"softpc.new"	"declaration-only"	"lexical-candidate-not-source-reached"	"unassigned-pending-source-reachability"	"unreviewed"	"unreviewed"	"m0-t276-s3-textual-declaration-ledger.tsv:MVDM-DECL-01680"
"MVDM-DECL-01681"	"lexical-declaration-candidate"	""	""	""	"492"	"IPT4"	"softpc.new/base/cvidc/evidfunc.h"	"softpc.new"	"declaration-only"	"lexical-candidate-not-source-reached"	"unassigned-pending-source-reachability"	"unreviewed"	"unreviewed"	"m0-t276-s3-textual-declaration-ledger.tsv:MVDM-DECL-01681"
"MVDM-DECL-01682"	"lexical-declaration-candidate"	""	""	""	"493"	"IPT2"	"softpc.new/base/cvidc/evidfunc.h"	"softpc.new"	"declaration-only"	"lexical-candidate-not-source-reached"	"unassigned-pending-source-reachability"	"unreviewed"	"unreviewed"	"m0-t276-s3-textual-declaration-ledger.tsv:MVDM-DECL-01682"
"MVDM-DECL-01683"	"lexical-declaration-candidate"	""	""	""	"494"	"IPT2"	"softpc.new/base/cvidc/evidfunc.h"	"softpc.new"	"declaration-only"	"lexical-candidate-not-source-reached"	"unassigned-pending-source-reachability"	"unreviewed"	"unreviewed"	"m0-t276-s3-textual-declaration-ledger.tsv:MVDM-DECL-01683"
"MVDM-DECL-01684"	"lexical-declaration-candidate"	""	""	""	"495"	"IPT2"	"softpc.new/base/cvidc/evidfunc.h"	"softpc.new"	"declaration-only"	"lexical-candidate-not-source-reached"	"unassigned-pending-source-reachability"	"unreviewed"	"unreviewed"	"m0-t276-s3-textual-declaration-ledger.tsv:MVDM-DECL-01684"
"MVDM-DECL-01685"	"lexical-declaration-candidate"	""	""	""	"496"	"IPT3"	"softpc.new/base/cvidc/evidfunc.h"	"softpc.new"	"declaration-only"	"lexical-candidate-not-source-reached"	"unassigned-pending-source-reachability"	"unreviewed"	"unreviewed"	"m0-t276-s3-textual-declaration-ledger.tsv:MVDM-DECL-01685"
"MVDM-DECL-01686"	"lexical-declaration-candidate"	""	""	""	"497"	"IPT3"	"softpc.new/base/cvidc/evidfunc.h"	"softpc.new"	"declaration-only"	"lexical-candidate-not-source-reached"	"unassigned-pending-source-reachability"	"unreviewed"	"unreviewed"	"m0-t276-s3-textual-declaration-ledger.tsv:MVDM-DECL-01686"
"MVDM-DECL-01687"	"lexical-declaration-candidate"	""	""	""	"498"	"IPT3"	"softpc.new/base/cvidc/evidfunc.h"	"softpc.new"	"declaration-only"	"lexical-candidate-not-source-reached"	"unassigned-pending-source-reachability"	"unreviewed"	"unreviewed"	"m0-t276-s3-textual-declaration-ledger.tsv:MVDM-DECL-01687"
"MVDM-DECL-01688"	"lexical-declaration-candidate"	""	""	""	"499"	"IPT4"	"softpc.new/base/cvidc/evidfunc.h"	"softpc.new"	"declaration-only"	"lexical-candidate-not-source-reached"	"unassigned-pending-source-reachability"	"unreviewed"	"unreviewed"	"m0-t276-s3-textual-declaration-ledger.tsv:MVDM-DECL-01688"
"MVDM-DECL-01689"	"lexical-declaration-candidate"	""	""	""	"500"	"IPT4"	"softpc.new/base/cvidc/evidfunc.h"	"softpc.new"	"declaration-only"	"lexical-candidate-not-source-reached"	"unassigned-pending-source-reachability"	"unreviewed"	"unreviewed"	"m0-t276-s3-textual-declaration-ledger.tsv:MVDM-DECL-01689"
"MVDM-DECL-01690"	"lexical-declaration-candidate"	""	""	""	"501"	"IPT4"	"softpc.new/base/cvidc/evidfunc.h"	"softpc.new"	"declaration-only"	"lexical-candidate-not-source-reached"	"unassigned-pending-source-reachability"	"unreviewed"	"unreviewed"	"m0-t276-s3-textual-declaration-ledger.tsv:MVDM-DECL-01690"
"MVDM-DECL-01691"	"lexical-declaration-candidate"	""	""	""	"502"	"IPT4"	"softpc.new/base/cvidc/evidfunc.h"	"softpc.new"	"declaration-only"	"lexical-candidate-not-source-reached"	"unassigned-pending-source-reachability"	"unreviewed"	"unreviewed"	"m0-t276-s3-textual-declaration-ledger.tsv:MVDM-DECL-01691"
"MVDM-DECL-01692"	"lexical-declaration-candidate"	""	""	""	"503"	"IPT4"	"softpc.new/base/cvidc/evidfunc.h"	"softpc.new"	"declaration-only"	"lexical-candidate-not-source-reached"	"unassigned-pending-source-reachability"	"unreviewed"	"unreviewed"	"m0-t276-s3-textual-declaration-ledger.tsv:MVDM-DECL-01692"
"MVDM-DECL-01693"	"lexical-declaration-candidate"	""	""	""	"504"	"IPT4"	"softpc.new/base/cvidc/evidfunc.h"	"softpc.new"	"declaration-only"	"lexical-candidate-not-source-reached"	"unassigned-pending-source-reachability"	"unreviewed"	"unreviewed"	"m0-t276-s3-textual-declaration-ledger.tsv:MVDM-DECL-01693"
"MVDM-DECL-01694"	"lexical-declaration-candidate"	""	""	""	"505"	"IPT2"	"softpc.new/base/cvidc/evidfunc.h"	"softpc.new"	"declaration-only"	"lexical-candidate-not-source-reached"	"unassigned-pending-source-reachability"	"unreviewed"	"unreviewed"	"m0-t276-s3-textual-declaration-ledger.tsv:MVDM-DECL-01694"
"MVDM-DECL-01695"	"lexical-declaration-candidate"	""	""	""	"506"	"IPT2"	"softpc.new/base/cvidc/evidfunc.h"	"softpc.new"	"declaration-only"	"lexical-candidate-not-source-reached"	"unassigned-pending-source-reachability"	"unreviewed"	"unreviewed"	"m0-t276-s3-textual-declaration-ledger.tsv:MVDM-DECL-01695"
"MVDM-DECL-01696"	"lexical-declaration-candidate"	""	""	""	"507"	"IPT2"	"softpc.new/base/cvidc/evidfunc.h"	"softpc.new"	"declaration-only"	"lexical-candidate-not-source-reached"	"unassigned-pending-source-reachability"	"unreviewed"	"unreviewed"	"m0-t276-s3-textual-declaration-ledger.tsv:MVDM-DECL-01696"
"MVDM-DECL-01697"	"lexical-declaration-candidate"	""	""	""	"508"	"IPT3"	"softpc.new/base/cvidc/evidfunc.h"	"softpc.new"	"declaration-only"	"lexical-candidate-not-source-reached"	"unassigned-pending-source-reachability"	"unreviewed"	"unreviewed"	"m0-t276-s3-textual-declaration-ledger.tsv:MVDM-DECL-01697"
"MVDM-DECL-01698"	"lexical-declaration-candidate"	""	""	""	"509"	"IPT3"	"softpc.new/base/cvidc/evidfunc.h"	"softpc.new"	"declaration-only"	"lexical-candidate-not-source-reached"	"unassigned-pending-source-reachability"	"unreviewed"	"unreviewed"	"m0-t276-s3-textual-declaration-ledger.tsv:MVDM-DECL-01698"
"MVDM-DECL-01699"	"lexical-declaration-candidate"	""	""	""	"510"	"IPT3"	"softpc.new/base/cvidc/evidfunc.h"	"softpc.new"	"declaration-only"	"lexical-candidate-not-source-reached"	"unassigned-pending-source-reachability"	"unreviewed"	"unreviewed"	"m0-t276-s3-textual-declaration-ledger.tsv:MVDM-DECL-01699"
"MVDM-DECL-01700"	"lexical-declaration-candidate"	""	""	""	"511"	"IPT4"	"softpc.new/base/cvidc/evidfunc.h"	"softpc.new"	"declaration-only"	"lexical-candidate-not-source-reached"	"unassigned-pending-source-reachability"	"unreviewed"	"unreviewed"	"m0-t276-s3-textual-declaration-ledger.tsv:MVDM-DECL-01700"
"MVDM-DECL-01701"	"lexical-declaration-candidate"	""	""	""	"512"	"IPT4"	"softpc.new/base/cvidc/evidfunc.h"	"softpc.new"	"declaration-only"	"lexical-candidate-not-source-reached"	"unassigned-pending-source-reachability"	"unreviewed"	"unreviewed"	"m0-t276-s3-textual-declaration-ledger.tsv:MVDM-DECL-01701"
"MVDM-DECL-01702"	"lexical-declaration-candidate"	""	""	""	"513"	"IPT4"	"softpc.new/base/cvidc/evidfunc.h"	"softpc.new"	"declaration-only"	"lexical-candidate-not-source-reached"	"unassigned-pending-source-reachability"	"unreviewed"	"unreviewed"	"m0-t276-s3-textual-declaration-ledger.tsv:MVDM-DECL-01702"
"MVDM-DECL-01703"	"lexical-declaration-candidate"	""	""	""	"514"	"IPT4"	"softpc.new/base/cvidc/evidfunc.h"	"softpc.new"	"declaration-only"	"lexical-candidate-not-source-reached"	"unassigned-pending-source-reachability"	"unreviewed"	"unreviewed"	"m0-t276-s3-textual-declaration-ledger.tsv:MVDM-DECL-01703"
"MVDM-DECL-01704"	"lexical-declaration-candidate"	""	""	""	"515"	"IPT4"	"softpc.new/base/cvidc/evidfunc.h"	"softpc.new"	"declaration-only"	"lexical-candidate-not-source-reached"	"unassigned-pending-source-reachability"	"unreviewed"	"unreviewed"	"m0-t276-s3-textual-declaration-ledger.tsv:MVDM-DECL-01704"
"MVDM-DECL-01705"	"lexical-declaration-candidate"	""	""	""	"516"	"IPT4"	"softpc.new/base/cvidc/evidfunc.h"	"softpc.new"	"declaration-only"	"lexical-candidate-not-source-reached"	"unassigned-pending-source-reachability"	"unreviewed"	"unreviewed"	"m0-t276-s3-textual-declaration-ledger.tsv:MVDM-DECL-01705"
"MVDM-DECL-01706"	"lexical-declaration-candidate"	""	""	""	"517"	"IPT2"	"softpc.new/base/cvidc/evidfunc.h"	"softpc.new"	"declaration-only"	"lexical-candidate-not-source-reached"	"unassigned-pending-source-reachability"	"unreviewed"	"unreviewed"	"m0-t276-s3-textual-declaration-ledger.tsv:MVDM-DECL-01706"
"MVDM-DECL-01707"	"lexical-declaration-candidate"	""	""	""	"518"	"IPT2"	"softpc.new/base/cvidc/evidfunc.h"	"softpc.new"	"declaration-only"	"lexical-candidate-not-source-reached"	"unassigned-pending-source-reachability"	"unreviewed"	"unreviewed"	"m0-t276-s3-textual-declaration-ledger.tsv:MVDM-DECL-01707"
"MVDM-DECL-01708"	"lexical-declaration-candidate"	""	""	""	"519"	"IPT2"	"softpc.new/base/cvidc/evidfunc.h"	"softpc.new"	"declaration-only"	"lexical-candidate-not-source-reached"	"unassigned-pending-source-reachability"	"unreviewed"	"unreviewed"	"m0-t276-s3-textual-declaration-ledger.tsv:MVDM-DECL-01708"
"MVDM-DECL-01709"	"lexical-declaration-candidate"	""	""	""	"520"	"IPT3"	"softpc.new/base/cvidc/evidfunc.h"	"softpc.new"	"declaration-only"	"lexical-candidate-not-source-reached"	"unassigned-pending-source-reachability"	"unreviewed"	"unreviewed"	"m0-t276-s3-textual-declaration-ledger.tsv:MVDM-DECL-01709"
"MVDM-DECL-01710"	"lexical-declaration-candidate"	""	""	""	"521"	"IPT3"	"softpc.new/base/cvidc/evidfunc.h"	"softpc.new"	"declaration-only"	"lexical-candidate-not-source-reached"	"unassigned-pending-source-reachability"	"unreviewed"	"unreviewed"	"m0-t276-s3-textual-declaration-ledger.tsv:MVDM-DECL-01710"
"MVDM-DECL-01711"	"lexical-declaration-candidate"	""	""	""	"522"	"IPT3"	"softpc.new/base/cvidc/evidfunc.h"	"softpc.new"	"declaration-only"	"lexical-candidate-not-source-reached"	"unassigned-pending-source-reachability"	"unreviewed"	"unreviewed"	"m0-t276-s3-textual-declaration-ledger.tsv:MVDM-DECL-01711"
"MVDM-DECL-01712"	"lexical-declaration-candidate"	""	""	""	"523"	"IPT4"	"softpc.new/base/cvidc/evidfunc.h"	"softpc.new"	"declaration-only"	"lexical-candidate-not-source-reached"	"unassigned-pending-source-reachability"	"unreviewed"	"unreviewed"	"m0-t276-s3-textual-declaration-ledger.tsv:MVDM-DECL-01712"
"MVDM-DECL-01713"	"lexical-declaration-candidate"	""	""	""	"524"	"IPT4"	"softpc.new/base/cvidc/evidfunc.h"	"softpc.new"	"declaration-only"	"lexical-candidate-not-source-reached"	"unassigned-pending-source-reachability"	"unreviewed"	"unreviewed"	"m0-t276-s3-textual-declaration-ledger.tsv:MVDM-DECL-01713"
"MVDM-DECL-01714"	"lexical-declaration-candidate"	""	""	""	"525"	"IPT4"	"softpc.new/base/cvidc/evidfunc.h"	"softpc.new"	"declaration-only"	"lexical-candidate-not-source-reached"	"unassigned-pending-source-reachability"	"unreviewed"	"unreviewed"	"m0-t276-s3-textual-declaration-ledger.tsv:MVDM-DECL-01714"
"MVDM-DECL-01715"	"lexical-declaration-candidate"	""	""	""	"526"	"IPT4"	"softpc.new/base/cvidc/evidfunc.h"	"softpc.new"	"declaration-only"	"lexical-candidate-not-source-reached"	"unassigned-pending-source-reachability"	"unreviewed"	"unreviewed"	"m0-t276-s3-textual-declaration-ledger.tsv:MVDM-DECL-01715"
"MVDM-DECL-01716"	"lexical-declaration-candidate"	""	""	""	"527"	"IPT4"	"softpc.new/base/cvidc/evidfunc.h"	"softpc.new"	"declaration-only"	"lexical-candidate-not-source-reached"	"unassigned-pending-source-reachability"	"unreviewed"	"unreviewed"	"m0-t276-s3-textual-declaration-ledger.tsv:MVDM-DECL-01716"
"MVDM-DECL-01717"	"lexical-declaration-candidate"	""	""	""	"528"	"IPT4"	"softpc.new/base/cvidc/evidfunc.h"	"softpc.new"	"declaration-only"	"lexical-candidate-not-source-reached"	"unassigned-pending-source-reachability"	"unreviewed"	"unreviewed"	"m0-t276-s3-textual-declaration-ledger.tsv:MVDM-DECL-01717"
"MVDM-DECL-01718"	"lexical-declaration-candidate"	""	""	""	"529"	"IPT2"	"softpc.new/base/cvidc/evidfunc.h"	"softpc.new"	"declaration-only"	"lexical-candidate-not-source-reached"	"unassigned-pending-source-reachability"	"unreviewed"	"unreviewed"	"m0-t276-s3-textual-declaration-ledger.tsv:MVDM-DECL-01718"
"MVDM-DECL-01719"	"lexical-declaration-candidate"	""	""	""	"530"	"IPT2"	"softpc.new/base/cvidc/evidfunc.h"	"softpc.new"	"declaration-only"	"lexical-candidate-not-source-reached"	"unassigned-pending-source-reachability"	"unreviewed"	"unreviewed"	"m0-t276-s3-textual-declaration-ledger.tsv:MVDM-DECL-01719"
"MVDM-DECL-01720"	"lexical-declaration-candidate"	""	""	""	"531"	"IPT2"	"softpc.new/base/cvidc/evidfunc.h"	"softpc.new"	"declaration-only"	"lexical-candidate-not-source-reached"	"unassigned-pending-source-reachability"	"unreviewed"	"unreviewed"	"m0-t276-s3-textual-declaration-ledger.tsv:MVDM-DECL-01720"
"MVDM-DECL-01721"	"lexical-declaration-candidate"	""	""	""	"532"	"IPT3"	"softpc.new/base/cvidc/evidfunc.h"	"softpc.new"	"declaration-only"	"lexical-candidate-not-source-reached"	"unassigned-pending-source-reachability"	"unreviewed"	"unreviewed"	"m0-t276-s3-textual-declaration-ledger.tsv:MVDM-DECL-01721"
