"file_id"	"source_path"	"package_root"	"file_kind"	"final_disposition"	"final_owner_or_link_boundary"	"final_change_class"	"named_adapter"	"tracker_state"	"evidence"
"MVDM-FILE-0126"	"dpmi32/dpmimscr.c"	"dpmi32"	"source"	"not-host-runtime"	"retained original non-x86 DPMI32 backend evidence; no final Win32 x86/x64 host link input"	"none; byte-exact source mirror retained"	"none"	"final-file-disposition-imported; symbol-closure-not-yet-proven"	"m0-t276-final-integration-disposition-ledger.tsv:MVDM-FILE-0126"
"MVDM-FILE-0127"	"dpmi32/dpmiselr.c"	"dpmi32"	"source"	"adapter-backed"	"opennt-mvdm-host original DPMI32 provider -> adapter-softpc -> adapter-bochs; adapter-vdm-monitor owns only monitor callback binding"	"binding-only; preserve original DPMI selector, interrupt, mode-switch, LDT and VDM_TIB control flow"	"adapter-softpc; adapter-bochs; adapter-vdm-monitor; session guest-memory mapping manager"	"final-file-disposition-imported; symbol-closure-not-yet-proven"	"m0-t276-final-integration-disposition-ledger.tsv:MVDM-FILE-0127"
"MVDM-FILE-0128"	"dpmi32/i386/dpmi386.c"	"dpmi32"	"source"	"adapter-backed"	"opennt-mvdm-host original DPMI32 provider -> adapter-softpc -> adapter-bochs; adapter-vdm-monitor owns only monitor callback binding"	"binding-only; preserve original DPMI selector, interrupt, mode-switch, LDT and VDM_TIB control flow"	"adapter-softpc; adapter-bochs; adapter-vdm-monitor; session guest-memory mapping manager"	"final-file-disposition-imported; symbol-closure-not-yet-proven"	"m0-t276-final-integration-disposition-ledger.tsv:MVDM-FILE-0128"
"MVDM-FILE-0129"	"dpmi32/i386/dpmimem.c"	"dpmi32"	"source"	"adapter-backed"	"opennt-mvdm-host original DPMI32 provider -> adapter-softpc -> adapter-bochs; adapter-vdm-monitor owns only monitor callback binding"	"binding-only; preserve original DPMI selector, interrupt, mode-switch, LDT and VDM_TIB control flow"	"adapter-softpc; adapter-bochs; adapter-vdm-monitor; session guest-memory mapping manager"	"final-file-disposition-imported; symbol-closure-not-yet-proven"	"m0-t276-final-integration-disposition-ledger.tsv:MVDM-FILE-0129"
"MVDM-FILE-0130"	"dpmi32/i386/dpmimisc.c"	"dpmi32"	"source"	"adapter-backed"	"opennt-mvdm-host original DPMI32 provider -> adapter-softpc -> adapter-bochs; adapter-vdm-monitor owns only monitor callback binding"	"binding-only; preserve original DPMI selector, interrupt, mode-switch, LDT and VDM_TIB control flow"	"adapter-softpc; adapter-bochs; adapter-vdm-monitor; session guest-memory mapping manager"	"final-file-disposition-imported; symbol-closure-not-yet-proven"	"m0-t276-final-integration-disposition-ledger.tsv:MVDM-FILE-0130"
"MVDM-FILE-0131"	"dpmi32/int21map.c"	"dpmi32"	"source"	"adapter-backed"	"opennt-mvdm-host original DPMI32 provider -> adapter-softpc -> adapter-bochs; adapter-vdm-monitor owns only monitor callback binding"	"binding-only; preserve original DPMI selector, interrupt, mode-switch, LDT and VDM_TIB control flow"	"adapter-softpc; adapter-bochs; adapter-vdm-monitor; session guest-memory mapping manager"	"final-file-disposition-imported; symbol-closure-not-yet-proven"	"m0-t276-final-integration-disposition-ledger.tsv:MVDM-FILE-0131"
"MVDM-FILE-0132"	"dpmi32/makefile"	"dpmi32"	"resource-or-other"	"not-host-runtime"	"retained original DPMI32 build-description evidence; no final host link input"	"none; byte-exact source mirror retained"	"none"	"final-file-disposition-imported; symbol-closure-not-yet-proven"	"m0-t276-final-integration-disposition-ledger.tsv:MVDM-FILE-0132"
"MVDM-FILE-0133"	"dpmi32/modesw.c"	"dpmi32"	"source"	"adapter-backed"	"opennt-mvdm-host original DPMI32 provider -> adapter-softpc -> adapter-bochs; adapter-vdm-monitor owns only monitor callback binding"	"binding-only; preserve original DPMI selector, interrupt, mode-switch, LDT and VDM_TIB control flow"	"adapter-softpc; adapter-bochs; adapter-vdm-monitor; session guest-memory mapping manager"	"final-file-disposition-imported; symbol-closure-not-yet-proven"	"m0-t276-final-integration-disposition-ledger.tsv:MVDM-FILE-0133"
"MVDM-FILE-0134"	"dpmi32/precomp.h"	"dpmi32"	"declaration"	"binding-only"	"opennt-platform-abi original DPMI32 declaration surface supplied unchanged to the selected provider and same-shaped adapters"	"binding-only; preserve original declaration, layout and calling-convention shape"	"adapter-softpc; adapter-vdm-monitor; session"	"final-file-disposition-imported; symbol-closure-not-yet-proven"	"m0-t276-final-integration-disposition-ledger.tsv:MVDM-FILE-0134"
"MVDM-FILE-0135"	"dpmi32/register.c"	"dpmi32"	"source"	"adapter-backed"	"opennt-mvdm-host original DPMI32 provider -> adapter-softpc -> adapter-bochs; adapter-vdm-monitor owns only monitor callback binding"	"binding-only; preserve original DPMI selector, interrupt, mode-switch, LDT and VDM_TIB control flow"	"adapter-softpc; adapter-bochs; adapter-vdm-monitor; session guest-memory mapping manager"	"final-file-disposition-imported; symbol-closure-not-yet-proven"	"m0-t276-final-integration-disposition-ledger.tsv:MVDM-FILE-0135"
"MVDM-FILE-0136"	"dpmi32/savestat.c"	"dpmi32"	"source"	"adapter-backed"	"opennt-mvdm-host original DPMI32 provider -> adapter-softpc -> adapter-bochs; adapter-vdm-monitor owns only monitor callback binding"	"binding-only; preserve original DPMI selector, interrupt, mode-switch, LDT and VDM_TIB control flow"	"adapter-softpc; adapter-bochs; adapter-vdm-monitor; session guest-memory mapping manager"	"final-file-disposition-imported; symbol-closure-not-yet-proven"	"m0-t276-final-integration-disposition-ledger.tsv:MVDM-FILE-0136"
"MVDM-FILE-0137"	"dpmi32/sources"	"dpmi32"	"resource-or-other"	"not-host-runtime"	"retained original DPMI32 build-description evidence; no final host link input"	"none; byte-exact source mirror retained"	"none"	"final-file-disposition-imported; symbol-closure-not-yet-proven"	"m0-t276-final-integration-disposition-ledger.tsv:MVDM-FILE-0137"
"MVDM-FILE-0138"	"dpmi32/stack.c"	"dpmi32"	"source"	"adapter-backed"	"opennt-mvdm-host original DPMI32 provider -> adapter-softpc -> adapter-bochs; adapter-vdm-monitor owns only monitor callback binding"	"binding-only; preserve original DPMI selector, interrupt, mode-switch, LDT and VDM_TIB control flow"	"adapter-softpc; adapter-bochs; adapter-vdm-monitor; session guest-memory mapping manager"	"final-file-disposition-imported; symbol-closure-not-yet-proven"	"m0-t276-final-integration-disposition-ledger.tsv:MVDM-FILE-0138"
"MVDM-FILE-0139"	"dpmi32/vxd.c"	"dpmi32"	"source"	"adapter-backed"	"opennt-mvdm-host original DPMI32 provider -> adapter-softpc -> adapter-bochs; adapter-vdm-monitor owns only monitor callback binding"	"binding-only; preserve original DPMI selector, interrupt, mode-switch, LDT and VDM_TIB control flow"	"adapter-softpc; adapter-bochs; adapter-vdm-monitor; session guest-memory mapping manager"	"final-file-disposition-imported; symbol-closure-not-yet-proven"	"m0-t276-final-integration-disposition-ledger.tsv:MVDM-FILE-0139"
"MVDM-FILE-0140"	"dpmi32/xlathlp.h"	"dpmi32"	"declaration"	"binding-only"	"opennt-platform-abi original DPMI32 declaration surface supplied unchanged to the selected provider and same-shaped adapters"	"binding-only; preserve original declaration, layout and calling-convention shape"	"adapter-softpc; adapter-vdm-monitor; session"	"final-file-disposition-imported; symbol-closure-not-yet-proven"	"m0-t276-final-integration-disposition-ledger.tsv:MVDM-FILE-0140"
"MVDM-FILE-0141"	"dpmi32/xmem.c"	"dpmi32"	"source"	"adapter-backed"	"opennt-mvdm-host original DPMI32 provider -> adapter-softpc -> adapter-bochs; adapter-vdm-monitor owns only monitor callback binding"	"binding-only; preserve original DPMI selector, interrupt, mode-switch, LDT and VDM_TIB control flow"	"adapter-softpc; adapter-bochs; adapter-vdm-monitor; session guest-memory mapping manager"	"final-file-disposition-imported; symbol-closure-not-yet-proven"	"m0-t276-final-integration-disposition-ledger.tsv:MVDM-FILE-0141"
"MVDM-FILE-0142"	"fax/dirs"	"fax"	"resource-or-other"	"not-host-runtime"	"retained original FAX driver/product build or resource evidence; no final host link input"	"none; byte-exact source mirror retained"	"none"	"final-file-disposition-imported; symbol-closure-not-yet-proven"	"m0-t276-final-integration-disposition-ledger.tsv:MVDM-FILE-0142"
"MVDM-FILE-0143"	"fax/dummy.hlp"	"fax"	"resource-or-other"	"not-host-runtime"	"retained original FAX driver/product build or resource evidence; no final host link input"	"none; byte-exact source mirror retained"	"none"	"final-file-disposition-imported; symbol-closure-not-yet-proven"	"m0-t276-final-integration-disposition-ledger.tsv:MVDM-FILE-0143"
"MVDM-FILE-0144"	"fax/dummy.ppd"	"fax"	"resource-or-other"	"not-host-runtime"	"retained original FAX driver/product build or resource evidence; no final host link input"	"none; byte-exact source mirror retained"	"none"	"final-file-disposition-imported; symbol-closure-not-yet-proven"	"m0-t276-final-integration-disposition-ledger.tsv:MVDM-FILE-0144"
"MVDM-FILE-0145"	"fax/faxcomm.h"	"fax"	"declaration"	"binding-only"	"opennt-platform-abi original WOWFAX declaration surface supplied to the selected UI provider and adapter-wow binding"	"binding-only; preserve declaration and offset field shape"	"adapter-wow; adapter-win32; session"	"final-file-disposition-imported; symbol-closure-not-yet-proven"	"m0-t276-final-integration-disposition-ledger.tsv:MVDM-FILE-0145"
"MVDM-FILE-0146"	"fax/printer.inf"	"fax"	"resource-or-other"	"not-host-runtime"	"retained original FAX driver/product build or resource evidence; no final host link input"	"none; byte-exact source mirror retained"	"none"	"final-file-disposition-imported; symbol-closure-not-yet-proven"	"m0-t276-final-integration-disposition-ledger.tsv:MVDM-FILE-0146"
"MVDM-FILE-0147"	"fax/wowfax/makefile"	"fax"	"resource-or-other"	"not-host-runtime"	"retained original FAX driver/product build or resource evidence; no final host link input"	"none; byte-exact source mirror retained"	"none"	"final-file-disposition-imported; symbol-closure-not-yet-proven"	"m0-t276-final-integration-disposition-ledger.tsv:MVDM-FILE-0147"
"MVDM-FILE-0148"	"fax/wowfax/sources"	"fax"	"resource-or-other"	"not-host-runtime"	"retained original FAX driver/product build or resource evidence; no final host link input"	"none; byte-exact source mirror retained"	"none"	"final-file-disposition-imported; symbol-closure-not-yet-proven"	"m0-t276-final-integration-disposition-ledger.tsv:MVDM-FILE-0148"
"MVDM-FILE-0149"	"fax/wowfax/wowfax.c"	"fax"	"source"	"not-host-runtime"	"retained original private CSRSS/GDI-driver evidence; no final user-mode host link input"	"none; byte-exact source mirror retained"	"none"	"final-file-disposition-imported; symbol-closure-not-yet-proven"	"m0-t276-final-integration-disposition-ledger.tsv:MVDM-FILE-0149"
"MVDM-FILE-0150"	"fax/wowfax/wowfax.def"	"fax"	"resource-or-other"	"not-host-runtime"	"retained original FAX driver/product build or resource evidence; no final host link input"	"none; byte-exact source mirror retained"	"none"	"final-file-disposition-imported; symbol-closure-not-yet-proven"	"m0-t276-final-integration-disposition-ledger.tsv:MVDM-FILE-0150"
"MVDM-FILE-0151"	"fax/wowfax/wowfax.rc"	"fax"	"resource-or-other"	"not-host-runtime"	"retained original FAX driver/product build or resource evidence; no final host link input"	"none; byte-exact source mirror retained"	"none"	"final-file-disposition-imported; symbol-closure-not-yet-proven"	"m0-t276-final-integration-disposition-ledger.tsv:MVDM-FILE-0151"
"MVDM-FILE-0152"	"fax/wowfax/wowfaxdd.h"	"fax"	"declaration"	"binding-only"	"opennt-platform-abi original WOWFAX declaration surface supplied to the selected UI provider and adapter-wow binding"	"binding-only; preserve declaration and offset field shape"	"adapter-wow; adapter-win32; session"	"final-file-disposition-imported; symbol-closure-not-yet-proven"	"m0-t276-final-integration-disposition-ledger.tsv:MVDM-FILE-0152"
"MVDM-FILE-0153"	"fax/wowfaxui/makefile"	"fax"	"resource-or-other"	"not-host-runtime"	"retained original FAX driver/product build or resource evidence; no final host link input"	"none; byte-exact source mirror retained"	"none"	"final-file-disposition-imported; symbol-closure-not-yet-proven"	"m0-t276-final-integration-disposition-ledger.tsv:MVDM-FILE-0153"
"MVDM-FILE-0154"	"fax/wowfaxui/sources"	"fax"	"resource-or-other"	"not-host-runtime"	"retained original FAX driver/product build or resource evidence; no final host link input"	"none; byte-exact source mirror retained"	"none"	"final-file-disposition-imported; symbol-closure-not-yet-proven"	"m0-t276-final-integration-disposition-ledger.tsv:MVDM-FILE-0154"
"MVDM-FILE-0155"	"fax/wowfaxui/wfhelper.c"	"fax"	"source"	"adapter-backed"	"opennt-mvdm-host original WOWFAXUI provider -> adapter-wow -> adapter-win32 and session copied broker records"	"binding-only; preserve original UI/provider flow while replacing private shared-section transport"	"adapter-wow; adapter-win32; session host-resource mapping manager"	"final-file-disposition-imported; symbol-closure-not-yet-proven"	"m0-t276-final-integration-disposition-ledger.tsv:MVDM-FILE-0155"
"MVDM-FILE-0156"	"fax/wowfaxui/wfsheets.c"	"fax"	"source"	"adapter-backed"	"opennt-mvdm-host original WOWFAXUI provider -> adapter-wow -> adapter-win32 and session copied broker records"	"binding-only; preserve original UI/provider flow while replacing private shared-section transport"	"adapter-wow; adapter-win32; session host-resource mapping manager"	"final-file-disposition-imported; symbol-closure-not-yet-proven"	"m0-t276-final-integration-disposition-ledger.tsv:MVDM-FILE-0156"
"MVDM-FILE-0157"	"fax/wowfaxui/wfsheets.h"	"fax"	"declaration"	"binding-only"	"opennt-platform-abi original WOWFAX declaration surface supplied to the selected UI provider and adapter-wow binding"	"binding-only; preserve declaration and offset field shape"	"adapter-wow; adapter-win32; session"	"final-file-disposition-imported; symbol-closure-not-yet-proven"	"m0-t276-final-integration-disposition-ledger.tsv:MVDM-FILE-0157"
"MVDM-FILE-0158"	"fax/wowfaxui/wfupgrad.c"	"fax"	"source"	"adapter-backed"	"opennt-mvdm-host original WOWFAXUI provider -> adapter-wow -> adapter-win32 and session copied broker records"	"binding-only; preserve original UI/provider flow while replacing private shared-section transport"	"adapter-wow; adapter-win32; session host-resource mapping manager"	"final-file-disposition-imported; symbol-closure-not-yet-proven"	"m0-t276-final-integration-disposition-ledger.tsv:MVDM-FILE-0158"
"MVDM-FILE-0159"	"fax/wowfaxui/wowfaxui.c"	"fax"	"source"	"adapter-backed"	"opennt-mvdm-host original WOWFAXUI provider -> adapter-wow -> adapter-win32 and session copied broker records"	"binding-only; preserve original UI/provider flow while replacing private shared-section transport"	"adapter-wow; adapter-win32; session host-resource mapping manager"	"final-file-disposition-imported; symbol-closure-not-yet-proven"	"m0-t276-final-integration-disposition-ledger.tsv:MVDM-FILE-0159"
"MVDM-FILE-0160"	"fax/wowfaxui/wowfaxui.def"	"fax"	"resource-or-other"	"not-host-runtime"	"retained original FAX driver/product build or resource evidence; no final host link input"	"none; byte-exact source mirror retained"	"none"	"final-file-disposition-imported; symbol-closure-not-yet-proven"	"m0-t276-final-integration-disposition-ledger.tsv:MVDM-FILE-0160"
"MVDM-FILE-0161"	"fax/wowfaxui/wowfaxui.h"	"fax"	"declaration"	"binding-only"	"opennt-platform-abi original WOWFAX declaration surface supplied to the selected UI provider and adapter-wow binding"	"binding-only; preserve declaration and offset field shape"	"adapter-wow; adapter-win32; session"	"final-file-disposition-imported; symbol-closure-not-yet-proven"	"m0-t276-final-integration-disposition-ledger.tsv:MVDM-FILE-0161"
"MVDM-FILE-0162"	"fax/wowfaxui/wowfaxui.rc"	"fax"	"resource-or-other"	"not-host-runtime"	"retained original FAX driver/product build or resource evidence; no final host link input"	"none; byte-exact source mirror retained"	"none"	"final-file-disposition-imported; symbol-closure-not-yet-proven"	"m0-t276-final-integration-disposition-ledger.tsv:MVDM-FILE-0162"
"MVDM-FILE-0163"	"ieuvddex/alpha/helpp.c"	"ieuvddex"	"source"	"not-host-runtime"	"retained historical NTSD/WinDbg debugger-extension evidence; future same-shaped extension boundary is adapter-debugger, not the app host runtime"	"none; byte-exact source mirror retained outside the final host link graph"	"adapter-debugger future extension boundary; session publishes copied diagnostic snapshots only"	"final-file-disposition-imported; symbol-closure-not-yet-proven"	"m0-t276-final-integration-disposition-ledger.tsv:MVDM-FILE-0163"
"MVDM-FILE-0164"	"ieuvddex/alpha/sources"	"ieuvddex"	"resource-or-other"	"not-host-runtime"	"retained historical NTSD/WinDbg debugger-extension evidence; future same-shaped extension boundary is adapter-debugger, not the app host runtime"	"none; byte-exact source mirror retained outside the final host link graph"	"adapter-debugger future extension boundary; session publishes copied diagnostic snapshots only"	"final-file-disposition-imported; symbol-closure-not-yet-proven"	"m0-t276-final-integration-disposition-ledger.tsv:MVDM-FILE-0164"
"MVDM-FILE-0165"	"ieuvddex/data.c"	"ieuvddex"	"source"	"not-host-runtime"	"retained historical NTSD/WinDbg debugger-extension evidence; future same-shaped extension boundary is adapter-debugger, not the app host runtime"	"none; byte-exact source mirror retained outside the final host link graph"	"adapter-debugger future extension boundary; session publishes copied diagnostic snapshots only"	"final-file-disposition-imported; symbol-closure-not-yet-proven"	"m0-t276-final-integration-disposition-ledger.tsv:MVDM-FILE-0165"
"MVDM-FILE-0166"	"ieuvddex/help.c"	"ieuvddex"	"source"	"not-host-runtime"	"retained historical NTSD/WinDbg debugger-extension evidence; future same-shaped extension boundary is adapter-debugger, not the app host runtime"	"none; byte-exact source mirror retained outside the final host link graph"	"adapter-debugger future extension boundary; session publishes copied diagnostic snapshots only"	"final-file-disposition-imported; symbol-closure-not-yet-proven"	"m0-t276-final-integration-disposition-ledger.tsv:MVDM-FILE-0166"
"MVDM-FILE-0167"	"ieuvddex/i386/helpp.c"	"ieuvddex"	"source"	"not-host-runtime"	"retained historical NTSD/WinDbg debugger-extension evidence; future same-shaped extension boundary is adapter-debugger, not the app host runtime"	"none; byte-exact source mirror retained outside the final host link graph"	"adapter-debugger future extension boundary; session publishes copied diagnostic snapshots only"	"final-file-disposition-imported; symbol-closure-not-yet-proven"	"m0-t276-final-integration-disposition-ledger.tsv:MVDM-FILE-0167"
"MVDM-FILE-0168"	"ieuvddex/i386/profile.c"	"ieuvddex"	"source"	"not-host-runtime"	"retained historical NTSD/WinDbg debugger-extension evidence; future same-shaped extension boundary is adapter-debugger, not the app host runtime"	"none; byte-exact source mirror retained outside the final host link graph"	"adapter-debugger future extension boundary; session publishes copied diagnostic snapshots only"	"final-file-disposition-imported; symbol-closure-not-yet-proven"	"m0-t276-final-integration-disposition-ledger.tsv:MVDM-FILE-0168"
"MVDM-FILE-0169"	"ieuvddex/i386/reflect.c"	"ieuvddex"	"source"	"not-host-runtime"	"retained historical NTSD/WinDbg debugger-extension evidence; future same-shaped extension boundary is adapter-debugger, not the app host runtime"	"none; byte-exact source mirror retained outside the final host link graph"	"adapter-debugger future extension boundary; session publishes copied diagnostic snapshots only"	"final-file-disposition-imported; symbol-closure-not-yet-proven"	"m0-t276-final-integration-disposition-ledger.tsv:MVDM-FILE-0169"
"MVDM-FILE-0170"	"ieuvddex/i386/regs.c"	"ieuvddex"	"source"	"not-host-runtime"	"retained historical NTSD/WinDbg debugger-extension evidence; future same-shaped extension boundary is adapter-debugger, not the app host runtime"	"none; byte-exact source mirror retained outside the final host link graph"	"adapter-debugger future extension boundary; session publishes copied diagnostic snapshots only"	"final-file-disposition-imported; symbol-closure-not-yet-proven"	"m0-t276-final-integration-disposition-ledger.tsv:MVDM-FILE-0170"
"MVDM-FILE-0171"	"ieuvddex/i386/sources"	"ieuvddex"	"resource-or-other"	"not-host-runtime"	"retained historical NTSD/WinDbg debugger-extension evidence; future same-shaped extension boundary is adapter-debugger, not the app host runtime"	"none; byte-exact source mirror retained outside the final host link graph"	"adapter-debugger future extension boundary; session publishes copied diagnostic snapshots only"	"final-file-disposition-imported; symbol-closure-not-yet-proven"	"m0-t276-final-integration-disposition-ledger.tsv:MVDM-FILE-0171"
"MVDM-FILE-0172"	"ieuvddex/i386/vdmtib.c"	"ieuvddex"	"source"	"not-host-runtime"	"retained historical NTSD/WinDbg debugger-extension evidence; future same-shaped extension boundary is adapter-debugger, not the app host runtime"	"none; byte-exact source mirror retained outside the final host link graph"	"adapter-debugger future extension boundary; session publishes copied diagnostic snapshots only"	"final-file-disposition-imported; symbol-closure-not-yet-proven"	"m0-t276-final-integration-disposition-ledger.tsv:MVDM-FILE-0172"
"MVDM-FILE-0173"	"ieuvddex/ieuvddex.h"	"ieuvddex"	"declaration"	"not-host-runtime"	"retained historical NTSD/WinDbg debugger-extension evidence; future same-shaped extension boundary is adapter-debugger, not the app host runtime"	"none; byte-exact source mirror retained outside the final host link graph"	"adapter-debugger future extension boundary; session publishes copied diagnostic snapshots only"	"final-file-disposition-imported; symbol-closure-not-yet-proven"	"m0-t276-final-integration-disposition-ledger.tsv:MVDM-FILE-0173"
"MVDM-FILE-0174"	"ieuvddex/makefile"	"ieuvddex"	"resource-or-other"	"not-host-runtime"	"retained historical NTSD/WinDbg debugger-extension evidence; future same-shaped extension boundary is adapter-debugger, not the app host runtime"	"none; byte-exact source mirror retained outside the final host link graph"	"adapter-debugger future extension boundary; session publishes copied diagnostic snapshots only"	"final-file-disposition-imported; symbol-closure-not-yet-proven"	"m0-t276-final-integration-disposition-ledger.tsv:MVDM-FILE-0174"
"MVDM-FILE-0175"	"ieuvddex/mips/helpp.c"	"ieuvddex"	"source"	"not-host-runtime"	"retained historical NTSD/WinDbg debugger-extension evidence; future same-shaped extension boundary is adapter-debugger, not the app host runtime"	"none; byte-exact source mirror retained outside the final host link graph"	"adapter-debugger future extension boundary; session publishes copied diagnostic snapshots only"	"final-file-disposition-imported; symbol-closure-not-yet-proven"	"m0-t276-final-integration-disposition-ledger.tsv:MVDM-FILE-0175"
"MVDM-FILE-0176"	"ieuvddex/mips/sources"	"ieuvddex"	"resource-or-other"	"not-host-runtime"	"retained historical NTSD/WinDbg debugger-extension evidence; future same-shaped extension boundary is adapter-debugger, not the app host runtime"	"none; byte-exact source mirror retained outside the final host link graph"	"adapter-debugger future extension boundary; session publishes copied diagnostic snapshots only"	"final-file-disposition-imported; symbol-closure-not-yet-proven"	"m0-t276-final-integration-disposition-ledger.tsv:MVDM-FILE-0176"
"MVDM-FILE-0177"	"ieuvddex/ntvdm.def"	"ieuvddex"	"resource-or-other"	"not-host-runtime"	"retained historical NTSD/WinDbg debugger-extension evidence; future same-shaped extension boundary is adapter-debugger, not the app host runtime"	"none; byte-exact source mirror retained outside the final host link graph"	"adapter-debugger future extension boundary; session publishes copied diagnostic snapshots only"	"final-file-disposition-imported; symbol-closure-not-yet-proven"	"m0-t276-final-integration-disposition-ledger.tsv:MVDM-FILE-0177"
"MVDM-FILE-0178"	"ieuvddex/pmode.c"	"ieuvddex"	"source"	"not-host-runtime"	"retained historical NTSD/WinDbg debugger-extension evidence; future same-shaped extension boundary is adapter-debugger, not the app host runtime"	"none; byte-exact source mirror retained outside the final host link graph"	"adapter-debugger future extension boundary; session publishes copied diagnostic snapshots only"	"final-file-disposition-imported; symbol-closure-not-yet-proven"	"m0-t276-final-integration-disposition-ledger.tsv:MVDM-FILE-0178"
"MVDM-FILE-0179"	"ieuvddex/ppc/helpp.c"	"ieuvddex"	"source"	"not-host-runtime"	"retained historical NTSD/WinDbg debugger-extension evidence; future same-shaped extension boundary is adapter-debugger, not the app host runtime"	"none; byte-exact source mirror retained outside the final host link graph"	"adapter-debugger future extension boundary; session publishes copied diagnostic snapshots only"	"final-file-disposition-imported; symbol-closure-not-yet-proven"	"m0-t276-final-integration-disposition-ledger.tsv:MVDM-FILE-0179"
"MVDM-FILE-0180"	"ieuvddex/ppc/sources"	"ieuvddex"	"resource-or-other"	"not-host-runtime"	"retained historical NTSD/WinDbg debugger-extension evidence; future same-shaped extension boundary is adapter-debugger, not the app host runtime"	"none; byte-exact source mirror retained outside the final host link graph"	"adapter-debugger future extension boundary; session publishes copied diagnostic snapshots only"	"final-file-disposition-imported; symbol-closure-not-yet-proven"	"m0-t276-final-integration-disposition-ledger.tsv:MVDM-FILE-0180"
"MVDM-FILE-0181"	"ieuvddex/procdep.c"	"ieuvddex"	"source"	"not-host-runtime"	"retained historical NTSD/WinDbg debugger-extension evidence; future same-shaped extension boundary is adapter-debugger, not the app host runtime"	"none; byte-exact source mirror retained outside the final host link graph"	"adapter-debugger future extension boundary; session publishes copied diagnostic snapshots only"	"final-file-disposition-imported; symbol-closure-not-yet-proven"	"m0-t276-final-integration-disposition-ledger.tsv:MVDM-FILE-0181"
"MVDM-FILE-0182"	"ieuvddex/sources"	"ieuvddex"	"resource-or-other"	"not-host-runtime"	"retained historical NTSD/WinDbg debugger-extension evidence; future same-shaped extension boundary is adapter-debugger, not the app host runtime"	"none; byte-exact source mirror retained outside the final host link graph"	"adapter-debugger future extension boundary; session publishes copied diagnostic snapshots only"	"final-file-disposition-imported; symbol-closure-not-yet-proven"	"m0-t276-final-integration-disposition-ledger.tsv:MVDM-FILE-0182"
"MVDM-FILE-0183"	"ieuvddex/system.c"	"ieuvddex"	"source"	"not-host-runtime"	"retained historical NTSD/WinDbg debugger-extension evidence; future same-shaped extension boundary is adapter-debugger, not the app host runtime"	"none; byte-exact source mirror retained outside the final host link graph"	"adapter-debugger future extension boundary; session publishes copied diagnostic snapshots only"	"final-file-disposition-imported; symbol-closure-not-yet-proven"	"m0-t276-final-integration-disposition-ledger.tsv:MVDM-FILE-0183"
"MVDM-FILE-0184"	"ieuvddex/trace.c"	"ieuvddex"	"source"	"not-host-runtime"	"retained historical NTSD/WinDbg debugger-extension evidence; future same-shaped extension boundary is adapter-debugger, not the app host runtime"	"none; byte-exact source mirror retained outside the final host link graph"	"adapter-debugger future extension boundary; session publishes copied diagnostic snapshots only"	"final-file-disposition-imported; symbol-closure-not-yet-proven"	"m0-t276-final-integration-disposition-ledger.tsv:MVDM-FILE-0184"
"MVDM-FILE-0185"	"ieuvddex/vdmdll.rc"	"ieuvddex"	"resource-or-other"	"not-host-runtime"	"retained historical NTSD/WinDbg debugger-extension evidence; future same-shaped extension boundary is adapter-debugger, not the app host runtime"	"none; byte-exact source mirror retained outside the final host link graph"	"adapter-debugger future extension boundary; session publishes copied diagnostic snapshots only"	"final-file-disposition-imported; symbol-closure-not-yet-proven"	"m0-t276-final-integration-disposition-ledger.tsv:MVDM-FILE-0185"
"MVDM-FILE-0186"	"inc/apistruc.h"	"inc"	"declaration"	"binding-only"	"opennt-platform-abi declaration/build carrier supplied to the selected imported MVDM consumer"	"binding-only; retain declarations and assembly include forms byte-exact unless a later registered ABI binding requires a minimal include/import change"	"consumer-specific adapter only; no generic adapter"	"final-file-disposition-imported; symbol-closure-not-yet-proven"	"m0-t276-final-integration-disposition-ledger.tsv:MVDM-FILE-0186"
"MVDM-FILE-0187"	"inc/APISTRUC.INC"	"inc"	"declaration"	"binding-only"	"opennt-platform-abi declaration/build carrier supplied to the selected imported MVDM consumer"	"binding-only; retain declarations and assembly include forms byte-exact unless a later registered ABI binding requires a minimal include/import change"	"consumer-specific adapter only; no generic adapter"	"final-file-disposition-imported; symbol-closure-not-yet-proven"	"m0-t276-final-integration-disposition-ledger.tsv:MVDM-FILE-0187"
"MVDM-FILE-0188"	"inc/bop.h"	"inc"	"declaration"	"binding-only"	"opennt-platform-abi declaration/build carrier supplied to the selected imported MVDM consumer"	"binding-only; retain declarations and assembly include forms byte-exact unless a later registered ABI binding requires a minimal include/import change"	"consumer-specific adapter only; no generic adapter"	"final-file-disposition-imported; symbol-closure-not-yet-proven"	"m0-t276-final-integration-disposition-ledger.tsv:MVDM-FILE-0188"
"MVDM-FILE-0189"	"inc/BOP.INC"	"inc"	"declaration"	"binding-only"	"opennt-platform-abi declaration/build carrier supplied to the selected imported MVDM consumer"	"binding-only; retain declarations and assembly include forms byte-exact unless a later registered ABI binding requires a minimal include/import change"	"consumer-specific adapter only; no generic adapter"	"final-file-disposition-imported; symbol-closure-not-yet-proven"	"m0-t276-final-integration-disposition-ledger.tsv:MVDM-FILE-0189"
